"MAZSEQ","MAZ_ORIGINAL","state","county","tract","block group","BKGPIDFP10","HH","BKGP_HH","MAZ_Percent"
16820,231292,6,85,511707,1,60855117071,1,1211,0.000825763831544178
12492,218548,6,85,511707,1,60855117071,36,1211,0.0297274979355904
12186,217754,6,85,511707,1,60855117071,10,1211,0.00825763831544178
8893,210545,6,85,511707,1,60855117071,11,1211,0.00908340214698596
16821,231294,6,85,511707,1,60855117071,7,1211,0.00578034682080925
16819,231288,6,85,511707,1,60855117071,2,1211,0.00165152766308836
13734,222155,6,85,511707,1,60855117071,17,1211,0.014037985136251
15997,228426,6,85,511707,1,60855117071,5,1211,0.00412881915772089
12013,217287,6,85,511707,1,60855117071,0,1211,0
13671,221966,6,85,511704,3,60855117043,3,652,0.00460122699386503
15996,228425,6,85,511704,3,60855117043,57,652,0.0874233128834356
16827,231327,6,85,511707,1,60855117071,15,1211,0.0123864574731627
9307,211332,6,85,511707,1,60855117071,1,1211,0.000825763831544178
16824,231324,6,85,511704,3,60855117043,11,652,0.0168711656441718
16825,231325,6,85,511704,3,60855117043,42,652,0.0644171779141104
15995,228424,6,85,511704,3,60855117043,76,652,0.116564417177914
13673,221972,6,85,511704,3,60855117043,98,652,0.150306748466258
16214,229131,6,85,511704,3,60855117043,59,652,0.0904907975460123
17015,232028,6,85,511707,1,60855117071,63,1211,0.0520231213872832
12012,217286,6,85,511704,3,60855117043,2,652,0.00306748466257669
16128,228815,6,85,511704,3,60855117043,24,652,0.0368098159509202
13672,221971,6,85,511704,3,60855117043,4,652,0.00613496932515337
12718,219177,6,85,511704,3,60855117043,97,652,0.148773006134969
9308,211338,6,85,511707,1,60855117071,100,1211,0.0825763831544178
10866,214663,6,85,511702,1,60855117021,134,666,0.201201201201201
17025,232063,6,85,511704,3,60855117043,53,652,0.0812883435582822
12481,218498,6,85,511702,1,60855117021,46,666,0.0690690690690691
9619,212006,6,85,511702,1,60855117021,24,666,0.036036036036036
16104,228754,6,85,511702,1,60855117021,31,666,0.0465465465465465
12960,219850,6,85,511707,1,60855117071,20,1211,0.0165152766308836
15994,228423,6,85,511707,1,60855117071,62,1211,0.0511973575557391
8894,210546,6,85,511707,1,60855117071,72,1211,0.0594549958711808
16215,229133,6,85,511707,1,60855117071,3,1211,0.00247729149463253
16472,230023,6,85,507600,1,60855076001,5,271,0.018450184501845
12028,217325,6,85,507600,1,60855076001,0,271,0
13336,220897,6,85,507600,1,60855076001,10,271,0.03690036900369
16369,229629,6,85,507600,1,60855076001,0,271,0
8939,210652,6,85,507302,1,60855073021,10,721,0.013869625520111
16676,230695,6,85,507302,1,60855073021,59,721,0.0818307905686547
13100,220208,6,85,507302,1,60855073021,66,721,0.0915395284327323
14269,223611,6,85,507600,4,60855076004,99,696,0.142241379310345
16019,228475,6,85,507302,1,60855073021,47,721,0.0651872399445215
16357,229607,6,85,507302,1,60855073021,69,721,0.0957004160887656
8940,210653,6,85,507302,1,60855073021,76,721,0.105409153952843
9381,211512,6,85,507302,1,60855073021,10,721,0.013869625520111
12302,217990,6,85,507302,1,60855073021,75,721,0.104022191400832
12777,219311,6,85,507302,1,60855073021,35,721,0.0485436893203883
13986,222864,6,85,507600,1,60855076001,39,271,0.143911439114391
14969,225631,6,85,507600,1,60855076001,75,271,0.276752767527675
13980,222833,6,85,507600,4,60855076004,385,696,0.55316091954023
14970,225633,6,85,507600,1,60855076001,120,271,0.44280442804428
11648,216356,6,85,507600,1,60855076001,0,271,0
12029,217326,6,85,507600,1,60855076001,22,271,0.0811808118081181
14357,223854,6,85,507702,3,60855077023,64,801,0.0799001248439451
13981,222835,6,85,507600,4,60855076004,41,696,0.0589080459770115
13334,220891,6,85,507600,3,60855076003,22,585,0.0376068376068376
11656,216392,6,85,507600,3,60855076003,162,585,0.276923076923077
10683,214293,6,85,507600,3,60855076003,23,585,0.0393162393162393
16358,229609,6,85,507302,1,60855073021,18,721,0.0249653259361997
8941,210654,6,85,507302,1,60855073021,8,721,0.0110957004160888
12647,218974,6,85,507600,4,60855076004,171,696,0.245689655172414
16021,228477,6,85,507301,4,60855073014,0,257,0
9080,210898,6,85,507301,4,60855073014,39,257,0.151750972762646
16916,231597,6,85,507500,1,60855075001,88,633,0.139020537124803
15831,227898,6,85,507500,1,60855075001,46,633,0.0726698262243286
14407,224017,6,85,507500,1,60855075001,26,633,0.0410742496050553
13335,220892,6,85,507600,3,60855076003,82,585,0.14017094017094
16677,230701,6,85,507600,3,60855076003,98,585,0.167521367521368
13344,220949,6,85,507500,1,60855075001,39,633,0.0616113744075829
13598,221663,6,85,507500,1,60855075001,62,633,0.0979462875197472
10968,214874,6,85,507500,2,60855075002,26,468,0.0555555555555556
11776,216690,6,85,507500,2,60855075002,46,468,0.0982905982905983
9750,212301,6,85,507600,2,60855076002,210,419,0.501193317422434
16161,228946,6,85,507600,2,60855076002,90,419,0.214797136038186
16055,228560,6,85,507600,2,60855076002,25,419,0.0596658711217184
10684,214294,6,85,507600,3,60855076003,198,585,0.338461538461538
14431,224094,6,85,507500,2,60855075002,55,468,0.117521367521368
11301,215616,6,85,507500,2,60855075002,20,468,0.0427350427350427
14404,224014,6,85,507500,2,60855075002,49,468,0.104700854700855
16294,229412,6,85,507500,2,60855075002,52,468,0.111111111111111
16915,231596,6,85,507500,2,60855075002,9,468,0.0192307692307692
12482,218499,6,85,507600,2,60855076002,22,419,0.0525059665871122
12061,217389,6,85,507600,2,60855076002,45,419,0.107398568019093
12483,218500,6,85,507600,2,60855076002,27,419,0.0644391408114559
16160,228942,6,85,507500,3,60855075003,48,415,0.11566265060241
10128,213081,6,85,507500,3,60855075003,71,415,0.171084337349398
15674,227434,6,85,507703,4,60855077034,0,319,0
11165,215309,6,85,507703,4,60855077034,1,319,0.00313479623824451
16865,231423,6,85,507703,5,60855077035,345,453,0.76158940397351
9906,212625,6,85,507702,3,60855077023,0,801,0
13045,220057,6,85,507702,3,60855077023,0,801,0
16158,228929,6,85,507702,3,60855077023,47,801,0.0586766541822722
16157,228928,6,85,507702,3,60855077023,146,801,0.18227215980025
12162,217669,6,85,507703,3,60855077033,73,678,0.107669616519174
16243,229223,6,85,507703,4,60855077034,45,319,0.141065830721003
15303,226399,6,85,507703,4,60855077034,39,319,0.122257053291536
12680,219061,6,85,507703,4,60855077034,51,319,0.15987460815047
13082,220151,6,85,507703,1,60855077031,36,341,0.105571847507331
8971,210708,6,85,507703,5,60855077035,108,453,0.23841059602649
15304,226400,6,85,507703,4,60855077034,85,319,0.266457680250784
14340,223812,6,85,507703,4,60855077034,98,319,0.307210031347962
14341,223813,6,85,507703,3,60855077033,162,678,0.238938053097345
10124,213074,6,85,507701,2,60855077012,106,614,0.172638436482085
16244,229226,6,85,507703,3,60855077033,90,678,0.132743362831858
12681,219062,6,85,507703,3,60855077033,47,678,0.0693215339233038
14986,225672,6,85,507703,3,60855077033,35,678,0.051622418879056
12163,217674,6,85,507703,3,60855077033,29,678,0.0427728613569322
12682,219063,6,85,507703,3,60855077033,43,678,0.0634218289085546
9236,211197,6,85,507703,3,60855077033,40,678,0.0589970501474926
15469,226822,6,85,507703,3,60855077033,30,678,0.0442477876106195
9237,211198,6,85,507703,3,60855077033,52,678,0.0766961651917404
9880,212581,6,85,507703,3,60855077033,77,678,0.113569321533923
12397,218298,6,85,511707,1,60855117071,111,1211,0.0916597853014038
8891,210539,6,85,511707,1,60855117071,81,1211,0.0668868703550785
16065,228607,6,85,511707,1,60855117071,340,1211,0.280759702725021
15192,226164,6,85,510100,3,60855101003,224,322,0.695652173913043
16102,228751,6,85,511702,2,60855117022,66,277,0.23826714801444
9551,211900,6,85,510100,1,60855101001,46,539,0.0853432282003711
10865,214662,6,85,511702,2,60855117022,36,277,0.129963898916967
9618,212005,6,85,511702,1,60855117021,8,666,0.012012012012012
13640,221828,6,85,511702,1,60855117021,57,666,0.0855855855855856
13641,221829,6,85,511702,1,60855117021,62,666,0.0930930930930931
17020,232045,6,85,511702,2,60855117022,139,277,0.501805054151625
16103,228752,6,85,511702,2,60855117022,36,277,0.129963898916967
11016,215016,6,85,510001,4,60855100014,7,261,0.0268199233716475
12311,218032,6,85,510001,3,60855100013,0,394,0
15098,225948,6,85,510001,4,60855100014,12,261,0.0459770114942529
17000,231966,6,85,510001,3,60855100013,75,394,0.190355329949239
9550,211898,6,85,510100,1,60855101001,123,539,0.228200371057514
9552,211901,6,85,510100,1,60855101001,52,539,0.0964749536178108
13685,222019,6,85,510100,1,60855101001,119,539,0.220779220779221
13119,220288,6,85,510100,3,60855101003,31,322,0.0962732919254658
13407,221166,6,85,510100,1,60855101001,199,539,0.369202226345083
13745,222208,6,85,510002,3,60855100023,42,387,0.108527131782946
14957,225584,6,85,510002,3,60855100023,29,387,0.0749354005167959
15887,228048,6,85,510001,3,60855100013,37,394,0.0939086294416244
9999,212799,6,85,510002,3,60855100023,95,387,0.245478036175711
10429,213721,6,85,510001,3,60855100013,185,394,0.469543147208122
9882,212585,6,85,507703,1,60855077031,187,341,0.548387096774194
17125,232367,6,85,507703,1,60855077031,97,341,0.284457478005865
14391,223985,6,85,507703,1,60855077031,21,341,0.06158357771261
9310,211340,6,85,511707,1,60855117071,0,1211,0
9553,211903,6,85,510100,2,60855101002,217,217,1
13044,220055,6,85,507703,2,60855077032,72,950,0.0757894736842105
9881,212582,6,85,507703,2,60855077032,747,950,0.786315789473684
16154,228924,6,85,507703,2,60855077032,32,950,0.0336842105263158
16155,228925,6,85,507703,2,60855077032,59,950,0.0621052631578947
17082,232206,6,85,507805,2,60855078052,0,470,0
14376,223926,6,85,507805,2,60855078052,283,470,0.602127659574468
13241,220656,6,85,510002,1,60855100021,71,497,0.142857142857143
16156,228926,6,85,507703,2,60855077032,40,950,0.0421052631578947
12161,217662,6,85,507805,2,60855078052,187,470,0.397872340425532
15193,226166,6,85,510002,1,60855100021,170,497,0.3420523138833
16407,229769,6,85,508301,1,60855083011,162,529,0.306238185255198
15179,226147,6,85,510100,3,60855101003,41,322,0.127329192546584
13684,222016,6,85,510100,3,60855101003,26,322,0.0807453416149068
8947,210667,6,85,510002,2,60855100022,51,380,0.134210526315789
8946,210666,6,85,510002,2,60855100022,50,380,0.131578947368421
15432,226717,6,85,510002,2,60855100022,61,380,0.160526315789474
13240,220655,6,85,510002,2,60855100022,26,380,0.068421052631579
13746,222209,6,85,510002,2,60855100022,104,380,0.273684210526316
13747,222210,6,85,510002,1,60855100021,70,497,0.140845070422535
8637,210062,6,85,510002,3,60855100023,9,387,0.0232558139534884
12789,219343,6,85,510002,3,60855100023,48,387,0.124031007751938
8682,210136,6,85,510001,2,60855100012,35,578,0.0605536332179931
10166,213158,6,85,510001,2,60855100012,45,578,0.0778546712802768
13239,220654,6,85,510002,3,60855100023,30,387,0.0775193798449612
10458,213813,6,85,510002,3,60855100023,62,387,0.160206718346253
8945,210665,6,85,510002,3,60855100023,46,387,0.118863049095607
8638,210064,6,85,510002,3,60855100023,26,387,0.0671834625322997
13178,220433,6,85,510001,2,60855100012,40,578,0.069204152249135
16932,231750,6,85,510001,2,60855100012,75,578,0.129757785467128
11017,215017,6,85,510001,2,60855100012,25,578,0.0432525951557093
15573,227186,6,85,510002,2,60855100022,61,380,0.160526315789474
15574,227187,6,85,510002,2,60855100022,27,380,0.0710526315789474
9632,212050,6,85,510002,1,60855100021,25,497,0.0503018108651912
13120,220293,6,85,510002,1,60855100021,26,497,0.0523138832997988
9554,211904,6,85,510002,1,60855100021,25,497,0.0503018108651912
12160,217660,6,85,508301,1,60855083011,143,529,0.270321361058601
16901,231563,6,85,508301,1,60855083011,177,529,0.334593572778828
13934,222718,6,85,510002,1,60855100021,21,497,0.0422535211267606
8948,210668,6,85,510002,1,60855100021,89,497,0.17907444668008
16061,228593,6,85,510001,1,60855100011,35,272,0.128676470588235
14286,223649,6,85,510001,1,60855100011,32,272,0.117647058823529
16435,229850,6,85,510001,1,60855100011,32,272,0.117647058823529
8994,210749,6,85,508301,1,60855083011,47,529,0.0888468809073724
11018,215019,6,85,510001,1,60855100011,101,272,0.371323529411765
13906,222638,6,85,510001,1,60855100011,0,272,0
9238,211204,6,85,507702,3,60855077023,43,801,0.0536828963795256
17087,232220,6,85,507702,3,60855077023,57,801,0.0711610486891386
9603,211984,6,85,507702,2,60855077022,86,570,0.150877192982456
9052,210836,6,85,507702,3,60855077023,444,801,0.554307116104869
10273,213416,6,85,507702,2,60855077022,26,570,0.0456140350877193
9604,211985,6,85,507702,1,60855077021,246,683,0.360175695461201
16605,230456,6,85,507702,2,60855077022,59,570,0.103508771929825
10274,213417,6,85,507702,2,60855077022,127,570,0.22280701754386
9420,211575,6,85,507702,2,60855077022,100,570,0.175438596491228
16864,231416,6,85,507702,1,60855077021,116,683,0.169838945827233
12102,217490,6,85,507702,1,60855077021,40,683,0.0585651537335286
12209,217825,6,85,507701,2,60855077012,58,614,0.0944625407166124
10559,214051,6,85,507701,2,60855077012,77,614,0.125407166123779
10568,214068,6,85,507701,2,60855077012,88,614,0.143322475570033
11431,215925,6,85,507701,2,60855077012,93,614,0.151465798045603
10126,213076,6,85,507701,2,60855077012,66,614,0.107491856677524
10125,213075,6,85,507701,2,60855077012,25,614,0.0407166123778502
11602,216279,6,85,507702,2,60855077022,172,570,0.301754385964912
16863,231415,6,85,507702,1,60855077021,56,683,0.08199121522694
14032,222983,6,85,507702,1,60855077021,28,683,0.04099560761347
10567,214067,6,85,507702,1,60855077021,47,683,0.068814055636896
13103,220215,6,85,507702,1,60855077021,7,683,0.0102489019033675
11429,215921,6,85,507702,1,60855077021,143,683,0.209370424597365
9126,210968,6,85,507807,2,60855078072,323,605,0.533884297520661
10391,213643,6,85,507701,2,60855077012,70,614,0.11400651465798
13411,221176,6,85,507701,2,60855077012,31,614,0.0504885993485342
12951,219808,6,85,507701,3,60855077013,1,447,0.00223713646532438
9907,212627,6,85,507701,3,60855077013,0,447,0
14372,223918,6,85,507401,1,60855074011,67,388,0.172680412371134
15325,226439,6,85,507808,4,60855078084,30,620,0.0483870967741935
13433,221223,6,85,507808,4,60855078084,73,620,0.117741935483871
10420,213695,6,85,507808,4,60855078084,30,620,0.0483870967741935
15034,225796,6,85,507808,4,60855078084,26,620,0.0419354838709677
11159,215300,6,85,507808,1,60855078081,46,274,0.167883211678832
14303,223696,6,85,507808,1,60855078081,29,274,0.105839416058394
13766,222258,6,85,507808,1,60855078081,199,274,0.726277372262774
15326,226440,6,85,507808,4,60855078084,71,620,0.114516129032258
10421,213696,6,85,507808,4,60855078084,39,620,0.0629032258064516
11542,216163,6,85,507808,4,60855078084,39,620,0.0629032258064516
15537,227066,6,85,507808,2,60855078082,107,447,0.239373601789709
16644,230613,6,85,507808,2,60855078082,64,447,0.143176733780761
13765,222257,6,85,507808,2,60855078082,195,447,0.436241610738255
16150,228911,6,85,507401,1,60855074011,29,388,0.0747422680412371
9510,211783,6,85,507401,1,60855074011,77,388,0.198453608247423
12239,217870,6,85,507401,1,60855074011,10,388,0.0257731958762887
9409,211555,6,85,507808,4,60855078084,76,620,0.12258064516129
15033,225795,6,85,507808,4,60855078084,33,620,0.0532258064516129
10419,213694,6,85,507808,4,60855078084,31,620,0.05
15765,227686,6,85,507808,4,60855078084,31,620,0.05
16370,229633,6,85,507401,1,60855074011,82,388,0.211340206185567
8647,210080,6,85,507401,1,60855074011,32,388,0.0824742268041237
10893,214734,6,85,507401,1,60855074011,65,388,0.167525773195876
17081,232205,6,85,507905,3,60855079053,6,760,0.00789473684210526
13056,220094,6,85,507905,3,60855079053,124,760,0.163157894736842
13168,220396,6,85,507905,3,60855079053,179,760,0.235526315789474
14263,223595,6,85,507808,4,60855078084,32,620,0.0516129032258065
11842,216850,6,85,507808,4,60855078084,109,620,0.175806451612903
9764,212328,6,85,507808,2,60855078082,81,447,0.181208053691275
14998,225700,6,85,507808,3,60855078083,55,419,0.13126491646778
8968,210704,6,85,507808,3,60855078083,13,419,0.0310262529832936
13081,220150,6,85,507808,3,60855078083,28,419,0.0668257756563246
16642,230609,6,85,507905,2,60855079052,120,613,0.195758564437194
12040,217349,6,85,507905,3,60855079053,168,760,0.221052631578947
12041,217351,6,85,507905,2,60855079052,62,613,0.101141924959217
16737,230961,6,85,507905,1,60855079051,136,735,0.185034013605442
13057,220096,6,85,507905,1,60855079051,43,735,0.0585034013605442
13060,220101,6,85,507807,2,60855078072,282,605,0.466115702479339
9904,212622,6,85,507808,3,60855078083,58,419,0.138424821002387
11160,215302,6,85,507807,1,60855078071,75,424,0.17688679245283
11161,215303,6,85,507807,1,60855078071,30,424,0.0707547169811321
10957,214856,6,85,507807,1,60855078071,61,424,0.143867924528302
15538,227069,6,85,507807,1,60855078071,26,424,0.0613207547169811
9765,212329,6,85,507807,1,60855078071,37,424,0.0872641509433962
9908,212628,6,85,507701,3,60855077013,95,447,0.212527964205817
10954,214851,6,85,507808,3,60855078083,25,419,0.0596658711217184
9905,212623,6,85,507808,3,60855078083,64,419,0.152744630071599
9127,210969,6,85,507807,1,60855078071,26,424,0.0613207547169811
9125,210967,6,85,507808,3,60855078083,176,419,0.420047732696897
10956,214855,6,85,507807,1,60855078071,84,424,0.19811320754717
9128,210970,6,85,507807,1,60855078071,43,424,0.101415094339623
10955,214854,6,85,507807,1,60855078071,4,424,0.00943396226415094
14304,223700,6,85,507807,1,60855078071,38,424,0.089622641509434
10044,212882,6,85,507905,1,60855079051,210,735,0.285714285714286
13888,222562,6,85,507905,1,60855079051,346,735,0.470748299319728
9404,211549,6,85,507905,2,60855079052,56,613,0.0913539967373573
15028,225786,6,85,507905,2,60855079052,29,613,0.0473083197389886
14277,223623,6,85,508001,4,60855080014,54,258,0.209302325581395
16289,229400,6,85,508001,4,60855080014,69,258,0.267441860465116
9421,211576,6,85,507701,3,60855077013,109,447,0.243847874720358
12709,219146,6,85,507701,3,60855077013,49,447,0.109619686800895
15766,227689,6,85,507701,3,60855077013,118,447,0.263982102908277
9133,210994,6,85,507701,3,60855077013,75,447,0.167785234899329
10790,214507,6,85,508001,3,60855080013,148,1302,0.113671274961598
17091,232233,6,85,508001,3,60855080013,0,1302,0
11453,215963,6,85,508001,3,60855080013,97,1302,0.0745007680491551
15915,228144,6,85,508001,3,60855080013,189,1302,0.145161290322581
10958,214858,6,85,508001,3,60855080013,98,1302,0.0752688172043011
14442,224149,6,85,508001,3,60855080013,93,1302,0.0714285714285714
10127,213077,6,85,507701,1,60855077011,301,301,1
15000,225706,6,85,507805,3,60855078053,155,390,0.397435897435897
14985,225667,6,85,507805,2,60855078052,0,470,0
15914,228138,6,85,507805,1,60855078051,101,1157,0.0872947277441659
10786,214497,6,85,507805,1,60855078051,146,1157,0.12618841832325
8860,210461,6,85,507805,3,60855078053,113,390,0.28974358974359
16763,231070,6,85,507806,1,60855078061,70,372,0.188172043010753
11164,215307,6,85,507805,3,60855078053,42,390,0.107692307692308
11285,215571,6,85,507806,2,60855078062,403,656,0.614329268292683
16762,231069,6,85,507806,1,60855078061,61,372,0.163978494623656
16795,231154,6,85,507805,3,60855078053,80,390,0.205128205128205
14999,225704,6,85,507806,1,60855078061,26,372,0.0698924731182796
16794,231150,6,85,507806,1,60855078061,82,372,0.220430107526882
8856,210450,6,85,507805,1,60855078051,257,1157,0.222126188418323
13348,220965,6,85,508303,2,60855083032,65,457,0.142231947483589
11629,216330,6,85,508303,2,60855083032,26,457,0.0568927789934354
11131,215253,6,85,508301,2,60855083012,44,403,0.109181141439206
16980,231888,6,85,508301,2,60855083012,37,403,0.0918114143920596
12620,218883,6,85,508301,2,60855083012,25,403,0.0620347394540943
9393,211529,6,85,508301,2,60855083012,41,403,0.101736972704715
13050,220064,6,85,508301,2,60855083012,62,403,0.153846153846154
15762,227668,6,85,508301,2,60855083012,24,403,0.0595533498759305
14377,223933,6,85,508301,2,60855083012,68,403,0.168734491315136
9392,211527,6,85,508301,3,60855083013,127,602,0.210963455149502
12621,218884,6,85,508301,3,60855083013,129,602,0.214285714285714
13051,220065,6,85,508301,2,60855083012,60,403,0.148883374689826
11132,215254,6,85,508301,2,60855083012,42,403,0.104218362282878
15113,225967,6,85,508401,4,60855084014,56,298,0.187919463087248
13046,220059,6,85,508401,3,60855084013,48,524,0.0916030534351145
9273,211252,6,85,508301,3,60855083013,118,602,0.196013289036545
17070,232168,6,85,508401,4,60855084014,50,298,0.167785234899329
13012,219974,6,85,508401,4,60855084014,23,298,0.0771812080536913
14981,225659,6,85,508401,4,60855084014,36,298,0.120805369127517
9272,211251,6,85,508301,3,60855083013,32,602,0.053156146179402
11290,215578,6,85,508301,3,60855083013,34,602,0.0564784053156146
16528,230183,6,85,508303,2,60855083032,42,457,0.0919037199124726
11291,215579,6,85,508301,3,60855083013,162,602,0.269102990033223
9270,211248,6,85,508303,2,60855083032,25,457,0.0547045951859956
10942,214832,6,85,508303,2,60855083032,34,457,0.074398249452954
14383,223946,6,85,508303,2,60855083032,122,457,0.266958424507659
10941,214831,6,85,508303,2,60855083032,27,457,0.0590809628008753
9269,211247,6,85,508303,2,60855083032,26,457,0.0568927789934354
8991,210746,6,85,508303,2,60855083032,30,457,0.0656455142231947
12629,218909,6,85,508303,1,60855083031,36,460,0.0782608695652174
10943,214835,6,85,508303,1,60855083031,46,460,0.1
8992,210747,6,85,508303,2,60855083032,35,457,0.0765864332603939
10944,214836,6,85,508303,1,60855083031,42,460,0.091304347826087
16979,231887,6,85,508303,1,60855083031,19,460,0.041304347826087
17071,232169,6,85,508401,4,60855084014,34,298,0.114093959731544
10835,214604,6,85,508403,3,60855084033,32,358,0.0893854748603352
12396,218290,6,85,508303,1,60855083031,39,460,0.0847826086956522
11630,216331,6,85,508303,1,60855083031,84,460,0.182608695652174
14302,223692,6,85,508303,1,60855083031,27,460,0.058695652173913
10945,214838,6,85,508303,1,60855083031,59,460,0.128260869565217
15679,227443,6,85,508403,3,60855084033,105,358,0.293296089385475
13296,220818,6,85,507806,2,60855078062,186,656,0.283536585365854
13295,220817,6,85,507806,2,60855078062,67,656,0.102134146341463
16764,231071,6,85,507806,1,60855078061,50,372,0.134408602150538
12208,217823,6,85,507806,1,60855078061,21,372,0.0564516129032258
8861,210462,6,85,507806,3,60855078063,8,925,0.00864864864864865
10789,214504,6,85,507806,3,60855078063,222,925,0.24
9766,212332,6,85,507806,1,60855078061,39,372,0.104838709677419
10682,214287,6,85,507806,1,60855078061,23,372,0.0618279569892473
10507,213934,6,85,507805,1,60855078051,15,1157,0.0129645635263613
16978,231886,6,85,508303,2,60855083032,0,457,0
11163,215305,6,85,507806,3,60855078063,243,925,0.262702702702703
13339,220925,6,85,507805,1,60855078051,542,1157,0.468452895419188
13869,222510,6,85,507806,3,60855078063,0,925,0
8969,210705,6,85,507806,3,60855078063,0,925,0
8970,210706,6,85,507806,3,60855078063,0,925,0
13340,220931,6,85,507806,3,60855078063,167,925,0.180540540540541
11162,215304,6,85,507806,3,60855078063,0,925,0
14305,223701,6,85,507806,3,60855078063,1,925,0.00108108108108108
8862,210463,6,85,508101,2,60855081012,128,680,0.188235294117647
8857,210453,6,85,508101,2,60855081012,54,680,0.0794117647058823
14395,223997,6,85,507806,3,60855078063,24,925,0.0259459459459459
16985,231912,6,85,507806,3,60855078063,260,925,0.281081081081081
8858,210457,6,85,507806,3,60855078063,0,925,0
9132,210987,6,85,507805,1,60855078051,96,1157,0.0829732065687122
10305,213477,6,85,508101,3,60855081013,190,982,0.193482688391039
9395,211531,6,85,508203,3,60855082033,129,855,0.150877192982456
17084,232209,6,85,508304,5,60855083045,393,1159,0.339085418464193
10787,214501,6,85,508303,2,60855083032,25,457,0.0547045951859956
14301,223691,6,85,508303,1,60855083031,41,460,0.0891304347826087
9271,211250,6,85,508303,1,60855083031,66,460,0.143478260869565
8690,210150,6,85,508304,5,60855083045,766,1159,0.660914581535807
14796,225198,6,85,508304,2,60855083042,64,290,0.220689655172414
13098,220199,6,85,508304,2,60855083042,92,290,0.317241379310345
16011,228458,6,85,508304,2,60855083042,35,290,0.120689655172414
8993,210748,6,85,508303,1,60855083031,0,460,0
14386,223964,6,85,508303,1,60855083031,1,460,0.00217391304347826
14382,223944,6,85,508403,3,60855084033,221,358,0.61731843575419
12393,218276,6,85,508403,2,60855084032,48,402,0.119402985074627
14921,225506,6,85,508304,1,60855083041,112,504,0.222222222222222
15144,226059,6,85,508304,1,60855083041,32,504,0.0634920634920635
13250,220688,6,85,508304,1,60855083041,31,504,0.0615079365079365
8889,210529,6,85,508304,4,60855083044,690,690,1
14795,225197,6,85,508304,3,60855083043,239,304,0.786184210526316
15143,226058,6,85,508304,2,60855083042,38,290,0.131034482758621
15796,227799,6,85,508304,2,60855083042,61,290,0.210344827586207
10837,214608,6,85,508304,3,60855083043,65,304,0.213815789473684
14379,223936,6,85,508203,3,60855082033,101,855,0.11812865497076
14254,223572,6,85,508203,3,60855082033,34,855,0.039766081871345
14378,223935,6,85,508203,3,60855082033,68,855,0.0795321637426901
12622,218885,6,85,508203,3,60855082033,85,855,0.0994152046783626
9397,211533,6,85,508203,3,60855082033,40,855,0.0467836257309941
9396,211532,6,85,508203,3,60855082033,57,855,0.0666666666666667
10169,213169,6,85,508203,2,60855082032,133,520,0.255769230769231
14380,223937,6,85,508203,2,60855082032,43,520,0.0826923076923077
12143,217614,6,85,508304,1,60855083041,60,504,0.119047619047619
10940,214830,6,85,508304,1,60855083041,36,504,0.0714285714285714
16900,231561,6,85,508304,1,60855083041,44,504,0.0873015873015873
9019,210784,6,85,508304,1,60855083041,189,504,0.375
11628,216327,6,85,508403,2,60855084032,142,402,0.353233830845771
9398,211534,6,85,508203,2,60855082032,147,520,0.282692307692308
14256,223574,6,85,508203,2,60855082032,40,520,0.0769230769230769
15681,227446,6,85,508203,2,60855082032,27,520,0.0519230769230769
13444,221295,6,85,508503,3,60855085033,187,1456,0.128434065934066
10952,214849,6,85,508503,3,60855085033,54,1456,0.0370879120879121
16792,231146,6,85,508503,3,60855085033,81,1456,0.0556318681318681
13670,221956,6,85,511704,1,60855117041,115,728,0.157967032967033
11916,217037,6,85,511704,1,60855117041,26,728,0.0357142857142857
11917,217038,6,85,511704,1,60855117041,282,728,0.387362637362637
15931,228214,6,85,511704,1,60855117041,44,728,0.0604395604395604
16074,228651,6,85,511701,3,60855117013,17,346,0.0491329479768786
17051,232127,6,85,511701,3,60855117013,84,346,0.242774566473988
15516,227003,6,85,511701,3,60855117013,55,346,0.158959537572254
15930,228213,6,85,511704,1,60855117041,77,728,0.105769230769231
13733,222153,6,85,511704,1,60855117041,25,728,0.0343406593406593
10055,212921,6,85,511704,1,60855117041,33,728,0.0453296703296703
9797,212391,6,85,511701,2,60855117012,54,656,0.0823170731707317
10054,212920,6,85,511704,1,60855117041,13,728,0.0178571428571429
17107,232309,6,85,511704,1,60855117041,0,728,0
11785,216733,6,85,511704,1,60855117041,51,728,0.0700549450549451
11961,217167,6,85,511701,3,60855117013,71,346,0.205202312138728
11960,217166,6,85,511701,3,60855117013,48,346,0.138728323699422
10284,213437,6,85,511701,1,60855117011,89,425,0.209411764705882
15736,227611,6,85,511701,2,60855117012,187,656,0.285060975609756
10046,212886,6,85,511701,1,60855117011,147,425,0.345882352941176
15612,227278,6,85,511705,1,60855117051,0,339,0
9633,212057,6,85,511705,1,60855117051,0,339,0
12237,217867,6,85,511701,3,60855117013,71,346,0.205202312138728
13725,222115,6,85,511705,1,60855117051,0,339,0
9049,210826,6,85,511705,1,60855117051,0,339,0
10307,213485,6,85,511705,1,60855117051,0,339,0
12922,219696,6,85,511500,4,60855115004,357,357,1
8848,210437,6,85,511705,1,60855117051,0,339,0
12705,219123,6,85,513000,1,60855130001,0,1133,0
12555,218714,6,85,511500,3,60855115003,230,842,0.273159144893112
9044,210817,6,85,511705,1,60855117051,1,339,0.00294985250737463
