OBJECTID,Value,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,new_value
-1,1,628,628,0.006544113,5.649645329,5.643101215,2.586121059,1.034438515,1624.084025,1
-1,2,109597,109597,0.00093174,8.435008049,8.434076309,3.177511936,1.270077467,348245.7756,1
-1,3,57839,57839,0.001204491,7.671731472,7.670526981,4.2264311,1.789033479,244452.5484,1
-1,37,27762,27762,0.002923965,52.24235535,52.23943138,24.68101488,17.62551063,685194.335,1
-1,44,129,129,0.615059853,1.99825573,1.383195877,1.429167555,0.322522519,184.3626146,1
-1,45,7741,7741,0.004161835,16.87867546,16.87451363,7.225105165,2.120219057,55929.53908,1
-1,47,635,635,0.001182556,1.070385933,1.069203377,0.350208388,0.23933323,222.3823261,1
-1,49,182955,182955,8.58307E-06,10.13582516,10.13581657,3.392889009,1.632930398,620746.0086,1
-1,50,55607,55607,1.23978E-05,58.12916946,58.12915707,10.28440634,16.17321403,571884.9834,1
-1,51,1519,1519,0.002799988,10.75399399,10.751194,4.293656874,2.964257363,6522.064791,1
-1,53,38928,38928,0.000582695,11.14610863,11.14552593,5.848166988,2.489029713,227657.4445,1
-1,61,7143,7143,0.002617836,37.72843552,37.72581768,10.12251866,8.672274817,72305.15078,1
-1,63,21097,21097,0.001070976,46.29052734,46.28945637,22.11871015,18.32896416,466638.428,1
-1,64,8682,8682,0.000746727,46.27559662,46.27484989,43.67993755,9.910000085,379229.2178,1
-1,65,1466,1466,4.48227E-05,46.27375031,46.27370548,43.33405066,11.05915446,63527.71827,1
-1,66,2134,2134,0.055043221,46.27329254,46.21824932,26.34212034,17.70231327,56214.0848,1
-1,81,5242,5242,0.024283409,51.95544434,51.93116093,33.77180275,14.00333579,177031.79,1
-1,82,2031,2031,0.096978188,46.26928329,46.17230511,33.59680496,15.94775966,68235.11088,1
-1,83,490,490,0.181239128,46.26985168,46.08861256,25.3432568,17.1681849,12418.19583,1
-1,138,8009,8009,0.000448227,45.27620697,45.27575874,15.8422976,12.1406722,126880.9615,1
-1,139,693,693,2.310999393,38.53015518,36.21915579,23.15220085,6.901170444,16044.47519,1
-1,140,4048,4048,0.011044502,19.08495903,19.07391453,8.570029359,3.983689583,34691.47885,1
-1,141,5102,5102,0.008601189,50.43833923,50.42973804,33.00371201,16.66623094,168384.9387,1
-1,147,522,522,0.009946823,29.70703506,29.69708824,8.236298674,5.562587308,4299.347908,1
-1,148,3005,3005,0.023808479,44.82054901,44.79674053,21.84724502,11.23372098,65650.97129,1
-1,155,9791,9791,0.00019455,51.58875275,51.5885582,16.60374855,14.15456302,162567.302,1
-1,169,6577,6577,0.001117706,32.56161499,32.56049728,14.74194427,9.742843985,96957.76744,1
-1,170,166,166,0.143424034,26.64211273,26.4986887,11.56070643,6.741878084,1919.077268,1
-1,172,4572,4572,0.000285149,40.34095383,40.34066868,11.49252549,10.75562423,52543.82655,1
-1,174,1408,1408,0.00261116,36.68304062,36.68042946,7.737596148,6.456654173,10894.53538,1
-1,175,370,370,0.008529663,3.906471252,3.897941589,1.37559675,0.931550911,508.9707975,1
-1,176,47,47,0.007497787,2.956905365,2.949407578,1.180862792,0.794848631,55.50055122,1
-1,178,2306,2306,0.381644249,12.84339809,12.46175385,6.24231937,1.985271404,14394.78847,1
-1,179,361,361,0.023645401,1.935311794,1.911666393,1.004062275,0.506937051,362.4664812,1
-1,181,825,825,0.000289917,1.097353935,1.097064018,0.325840586,0.197524024,268.8184834,1
-1,182,677,677,0.018335342,10.59599686,10.57766151,6.049820735,2.705612919,4095.728638,1
-1,183,701,701,0.010475159,1.891629696,1.881154537,0.64954607,0.425377542,455.3317952,1
-1,184,9,9,0.044553757,0.681983948,0.637430191,0.213584052,0.187704869,1.92225647,1
-1,185,85,85,0.008275986,0.660489082,0.652213097,0.249247192,0.142351395,21.18601131,1
