OBJECTID,Value,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,new_value
,1,510,510,0.006538868,3.649645805,3.643106937,0.966165728,0.680635763,492.7445211,1
,2,94609,94609,0.000334263,6.435008049,6.434673786,1.437495012,1.131545036,135999.9656,1
,3,50979,50979,4.1008E-05,5.671731949,5.671690941,2.633959716,1.475292275,134276.6324,1
,37,26105,26105,0.002369881,50.24235535,50.23998547,24.1835014,17.1035736,631310.3042,1
,45,7594,7594,0.00701189,14.87867546,14.87166357,5.342059635,1.963501755,40567.60087,1
,49,143810,143810,0.000114918,8.135825157,8.135710239,2.001105804,1.26009416,287779.0256,1
,50,27980,27980,0.000748158,56.12916946,56.12842131,17.54272912,18.62879899,490845.5609,1
,51,1088,1088,0.002713203,8.753993988,8.751280785,3.669436091,2.336489859,3992.346467,1
,53,34232,34232,0.000681877,9.146108627,9.14542675,4.50257187,1.855457532,154132.0403,1
,61,6583,6583,0.002202511,35.72843552,35.72623301,8.898788822,8.596030272,58580.72682,1
,63,20006,20006,0.000268459,44.29052734,44.29025888,21.27070015,18.12710293,425541.6273,1
,64,8571,8571,0.033503056,44.27559662,44.24209356,42.23423369,8.685850879,361989.6169,1
,65,1393,1393,0.013839245,44.27375031,44.25991106,43.56455053,5.36521826,60685.41888,1
,66,2092,2092,0.043478489,44.27329254,44.22981405,24.85216233,17.50542968,51990.7236,1
,81,5125,5125,0.004233837,49.95544434,49.9512105,32.5204437,13.24587628,166667.274,1
,82,1973,1973,0.127795696,44.26928329,44.1414876,32.55361226,15.15717876,64228.27699,1
,83,480,480,0.571637154,44.2698555,43.69821835,23.85399529,16.97351837,11449.91774,1
,138,7390,7390,0.003235817,43.27620697,43.27297115,15.08511902,11.82071376,111479.0296,1
,139,693,693,0.31099987,36.53015518,36.21915531,21.15220083,6.901170412,14658.47517,1
,140,3789,3789,0.041759014,17.08495903,17.04320002,7.085862275,3.573765493,26848.33216,1
,141,4959,4959,0.003447533,48.43833923,48.4348917,31.92755162,15.9785163,158328.7285,1
,147,456,456,0.016062737,27.70703506,27.69097233,7.286253984,5.162924837,3322.531816,1
,148,2882,2882,0.005833626,42.8205452,42.81471157,20.73394717,10.6000938,59755.23576,1
,155,8896,8896,0.000967503,49.58874893,49.58778143,16.17135662,13.91363768,143860.3885,1
,169,5920,5920,0.000813961,30.56161499,30.56080103,14.29342296,9.017506503,84617.0639,1
,170,151,151,0.278689861,24.64211273,24.36342287,10.59598653,6.171260365,1599.993967,1
,172,3769,3769,0.003731728,38.34095383,38.3372221,11.79255091,10.4944481,44446.12437,1
,174,1180,1180,0.001540184,34.68304062,34.68150043,7.049941716,6.248456483,8318.931225,1
,175,97,97,0.004465103,1.906471729,1.902006626,0.64719794,0.490235357,62.77820015,1
,176,10,10,0.017872334,0.956905842,0.939033508,0.310125875,0.32577357,3.101258755,1
