OBJECTID,Value,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,new_value
,1,564,564,0.018234253,4.649645329,4.631411076,1.829120596,0.776999652,1031.624016,1
,2,105477,105477,0.001379967,7.435007572,7.433627605,2.280069494,1.180171122,240494.89,1
,3,55292,55292,0.000124931,6.671731472,6.671606541,3.39790679,1.635936591,187877.0623,1
,37,26934,26934,0.003308296,51.24235535,51.23904705,24.42380668,17.36965214,657830.809,1
,45,7684,7684,0.00558567,15.87867546,15.87308979,6.274708786,2.047905739,48214.86231,1
,49,168282,168282,2.86102E-06,9.135825157,9.135822296,2.636221265,1.467496685,443628.5869,1
,50,38164,38164,8.58307E-05,57.12916946,57.12908363,13.71582967,17.84542898,523450.9234,1
,51,1248,1248,0.007612228,9.753993988,9.74638176,4.134944479,2.590876305,5160.410709,1
,53,36775,36775,0.000673294,10.14610863,10.14543533,5.16116788,2.186672695,189801.9488,1
,61,6853,6853,0.006027222,36.72843552,36.72240829,9.529126583,8.6206423,65303.10448,1
,63,20543,20543,0.001735687,45.29052734,45.28879166,21.701309,18.22314244,445809.9907,1
,64,8618,8618,0.057571411,45.27559662,45.21802521,43.00104179,9.216808379,370582.9781,1
,65,1418,1418,0.041298866,45.27375031,45.23245144,43.786934,7.872290075,62089.87242,1
,66,2110,2110,0.008062363,45.27329254,45.26523018,25.63539045,17.58658311,54090.67384,1
,81,5180,5180,0.026911736,50.95544434,50.9285326,33.16937984,13.60423604,171817.3876,1
,82,2006,2006,0.017679214,45.26928329,45.25160408,33.00978814,15.6091028,66217.63501,1
,83,483,483,0.366896629,45.26985168,44.90295506,24.70247868,17.02892016,11931.2972,1
,138,7696,7696,0.001774788,44.27620697,44.27443218,15.46572991,11.97673359,119024.2574,1
,139,693,693,1.310999393,37.53015518,36.21915579,22.15220084,6.901170434,15351.47518,1
,140,3925,3925,0.004502296,18.08495903,18.08045673,7.823551507,3.77476482,30707.43967,1
,141,5034,5034,0.000272751,49.43833923,49.43806648,32.44330534,16.34060149,163319.5991,1
,147,488,488,0.011201859,28.70703506,28.69583321,7.774360434,5.352389183,3793.887892,1
,148,2955,2955,0.007507324,43.82054901,43.81304169,21.20779084,10.97806467,62669.02193,1
