OBJECTID,Value,COUNT,AREA,MEAN
-1,839360,2330,2330.000000000000000,41.255405974490451
-1,839361,651,651.000000000000000,40.643825947048114
-1,839362,672,672.000000000000000,40.044214220274064
-1,839363,660,660.000000000000000,39.473402335427025
-1,839364,693,693.000000000000000,39.025991321470144
-1,839365,830,830.000000000000000,40.888899718135235
-1,839366,673,673.000000000000000,41.697940384296572
-1,839367,695,695.000000000000000,42.112816109417153
-1,839368,806,806.000000000000000,42.453834315979158
-1,839369,740,740.000000000000000,43.049064342395681
-1,839370,2428,2428.000000000000000,41.620153783769936
-1,839371,12923,12923.000000000000000,43.846709055916442
-1,839372,752,752.000000000000000,47.673646947170823
-1,839373,7756,7756.000000000000000,47.550908690694065
-1,839374,7961,7961.000000000000000,45.770212186639178
-1,839375,22278,22278.000000000000000,46.647548026569403
-1,839376,4397,4397.000000000000000,44.098732883018720
-1,839377,537,537.000000000000000,44.571770268445576
-1,839378,491,491.000000000000000,44.147135266461341
-1,839379,987,987.000000000000000,43.831461167263043
-1,839380,3603,3603.000000000000000,48.907003247602233
-1,839381,787,787.000000000000000,50.032630983422948
-1,839396,101,101.000000000000000,62.221401856677367
-1,839410,815,815.000000000000000,62.977909724697746
-1,839411,81,81.000000000000000,63.097246523256658
-1,839414,108,108.000000000000000,63.312979450932254
-1,839415,605,605.000000000000000,63.075391816698819
-1,839416,872,872.000000000000000,62.619195631884651
-1,839417,699,699.000000000000000,60.756770634685296
-1,839418,698,698.000000000000000,60.492529101221471
-1,839419,709,709.000000000000000,60.660841943178596
-1,839420,709,709.000000000000000,60.205470005783276
-1,839421,690,690.000000000000000,59.390696290610492
-1,839422,683,683.000000000000000,59.157024556686380
-1,839423,690,690.000000000000000,58.542286317244823
-1,839424,681,681.000000000000000,58.767591988987860
-1,839425,702,702.000000000000000,59.458537104462629
-1,839426,699,699.000000000000000,59.965295390509738
-1,839427,707,707.000000000000000,60.749142626556008
-1,839428,723,723.000000000000000,60.814393846820501
-1,839429,464,464.000000000000000,61.130489258930602
-1,839430,457,457.000000000000000,61.570404086123411
-1,839431,467,467.000000000000000,61.226649159792913
-1,839432,627,627.000000000000000,58.455086192445890
-1,839433,795,795.000000000000000,58.714188485775352
-1,839434,15367,15367.000000000000000,59.408862163538487
-1,839435,365,365.000000000000000,61.501011009738868
-1,839436,354,354.000000000000000,61.696352619235796
-1,839437,362,362.000000000000000,61.796557863772904
-1,839438,364,364.000000000000000,61.932084607554003
-1,839439,637,637.000000000000000,57.321644727626065
-1,839440,700,700.000000000000000,53.471612118312294
-1,839441,667,667.000000000000000,53.832274996001146
-1,839442,735,735.000000000000000,54.621522812616256
-1,839443,695,695.000000000000000,55.318448968242400
-1,839444,713,713.000000000000000,55.460860756637338
-1,839445,712,712.000000000000000,55.949748167830904
-1,839446,478,478.000000000000000,56.920479179925003
-1,839447,487,487.000000000000000,57.156624184986406
-1,839448,469,469.000000000000000,57.012939786605997
-1,839449,691,691.000000000000000,57.379147514420552
-1,839450,1233,1233.000000000000000,45.964651013426149
-1,839451,2172,2172.000000000000000,46.669456789287196
-1,839452,11210,11210.000000000000000,48.247432437525809
-1,839453,5531,5531.000000000000000,57.179516849714382
-1,839454,7746,7746.000000000000000,56.128337745853642
-1,839455,30598,30598.000000000000000,52.854561173453803
-1,839456,5579,5579.000000000000000,48.637277740243299
-1,839457,2887,2887.000000000000000,48.047727745381202
-1,839458,1937,1937.000000000000000,48.304900579496824
-1,839459,2174,2174.000000000000000,49.423676347776414
-1,839460,2347,2347.000000000000000,47.745230898635661
-1,839461,1610,1610.000000000000000,47.213297620026964
-1,839462,664,664.000000000000000,45.153461278203025
-1,839463,823,823.000000000000000,44.867571644186249
-1,839464,790,790.000000000000000,44.672701229626618
-1,839465,723,723.000000000000000,44.475587462323666
-1,839466,747,747.000000000000000,44.257859680706879
-1,839467,784,784.000000000000000,44.177417399931926
-1,839468,750,750.000000000000000,43.966601231892902
-1,839469,789,789.000000000000000,43.740933794183576
-1,839470,774,774.000000000000000,43.286703188598004
-1,839471,726,726.000000000000000,43.144589258619575
-1,839472,750,750.000000000000000,43.103014658610029
-1,839473,549,549.000000000000000,42.843901886097505
-1,839474,700,700.000000000000000,47.485244761875698
-1,839475,1414,1414.000000000000000,47.281707858095075
-1,839476,692,692.000000000000000,46.475426751065115
-1,839477,1542,1542.000000000000000,46.087887250650411
-1,839478,696,696.000000000000000,47.201579115856653
-1,839479,675,675.000000000000000,44.106016037552443
-1,839480,753,753.000000000000000,44.071972222600486
-1,839481,720,720.000000000000000,44.056345812479655
-1,839482,731,731.000000000000000,42.679338196886221
-1,839483,802,802.000000000000000,42.280029439569411
-1,839484,763,763.000000000000000,41.981881382893455
-1,839485,778,778.000000000000000,41.693756103515625
-1,839486,861,861.000000000000000,41.387761992167654
-1,839487,741,741.000000000000000,41.136345666429776
-1,839488,716,716.000000000000000,40.903717025032257
-1,839489,777,777.000000000000000,40.835375605402767
-1,839490,745,745.000000000000000,40.642835378966879
-1,839491,881,881.000000000000000,40.586257090227555
-1,839492,800,800.000000000000000,41.910338568687436
-1,839493,819,819.000000000000000,42.226564628591760
-1,839494,796,796.000000000000000,42.388588148145821
-1,839495,810,810.000000000000000,42.589982068097150
-1,839496,771,771.000000000000000,43.105679300508612
-1,839497,864,864.000000000000000,42.892009880807663
-1,839498,773,773.000000000000000,43.077115111949375
-1,839499,807,807.000000000000000,43.142203637067567
-1,839500,826,826.000000000000000,43.362325756082235
-1,839501,904,904.000000000000000,43.771807109360147
