OBJECTID,VALUE,COUNT,AREA,MEAN
-1,1832239,166641,166641.000000000000000,16.310849937767781
-1,1832242,368179,368179.000000000000000,15.214462800982893
-1,1832244,399173,399173.000000000000000,13.157106449532163
-1,1832251,34617,34617.000000000000000,12.104373333100606
-1,1832250,329862,329862.000000000000000,12.411628222415064
-1,1832253,21907,21907.000000000000000,11.526815705532931
-1,1832254,314776,314776.000000000000000,11.025082148773823
-1,1832255,327764,327764.000000000000000,10.081225202340248
-1,1832257,310798,310798.000000000000000,8.898431420993624
-1,1832283,112852,112852.000000000000000,16.102298428444161
-1,1832286,1252037,1252037.000000000000000,13.985910687957279
-1,1832287,1224114,1224114.000000000000000,12.689447809139651
-1,1832288,867159,867159.000000000000000,12.337725113236466
-1,1832293,2586455,2586455.000000000000000,9.598415516765838
-1,1832292,648988,648988.000000000000000,10.369199014034336
-1,1832290,1245901,1245901.000000000000000,8.913877230695602
-1,1832291,642336,642336.000000000000000,8.786914913108953
-1,1832269,62133,62133.000000000000000,15.999698120567709
-1,1832282,540687,540687.000000000000000,14.970408820072711
-1,1832289,505607,505607.000000000000000,10.451258548134710
-1,1832294,1538,1538.000000000000000,10.675599367627862
-1,1832327,1576271,1576271.000000000000000,5.943547658410239
-1,1832309,392910,392910.000000000000000,16.863615261238660
-1,1832310,152478,152478.000000000000000,17.026996393503577
-1,1832317,439024,439024.000000000000000,14.787804293104214
-1,1832318,185283,185283.000000000000000,13.963860349918221
-1,1832319,406448,406448.000000000000000,12.083047514438126
-1,1832320,825353,825353.000000000000000,9.803879256689017
-1,1832321,1385480,1385480.000000000000000,8.909850252478369
-1,1832324,790194,790194.000000000000000,8.344759647330465
-1,1832325,1163407,1163407.000000000000000,6.524283754530665
-1,1832326,1676849,1676849.000000000000000,5.600578868520342
-1,1832323,681224,681224.000000000000000,11.668502220300780
-1,1832305,472189,472189.000000000000000,16.929635599705417
-1,1832312,319036,319036.000000000000000,16.077519080702228
-1,1832311,323346,323346.000000000000000,14.948293918130567
-1,1832316,304965,304965.000000000000000,13.432300928435534
-1,1832315,332142,332142.000000000000000,13.129042670305429
-1,1832304,10706,10706.000000000000000,17.004842070314609
-1,1832322,611562,611562.000000000000000,10.744155282163446
-1,1738555,144118,144118.000000000000000,10.442707407320500
-1,1738558,158130,158130.000000000000000,9.264206497454971
-1,1738560,360153,360153.000000000000000,6.960887256936501
-1,1738562,207811,207811.000000000000000,6.146050229419441
-1,1738569,3164243,3164243.000000000000000,5.163186960269241
-1,1738563,1381603,1381603.000000000000000,4.707898536780683
-1,1738572,1308025,1308025.000000000000000,4.572604577096831
-1,1738646,82195,82195.000000000000000,3.520836456199510
-1,1738638,1704661,1704661.000000000000000,5.727595389754049
-1,1738639,1957692,1957692.000000000000000,4.950637009620240
-1,1738643,52510,52510.000000000000000,4.838934077605409
-1,1738644,53800,53800.000000000000000,6.842476136905996
-1,1738645,1162464,1162464.000000000000000,9.295865703440496
-1,1738640,1678534,1678534.000000000000000,1.860397593028705
-1,1738666,104769,104769.000000000000000,14.233207349592176
-1,1738650,727196,727196.000000000000000,2.062349524220596
-1,1738655,164730,164730.000000000000000,1.595591033828983
-1,1738657,8276,8276.000000000000000,2.998766027788648
-1,1738669,901638,901638.000000000000000,2.759849957915185
-1,1738659,107346,107346.000000000000000,6.196546311610237
-1,1738765,424422,424422.000000000000000,16.694904343584426
-1,1738767,686239,686239.000000000000000,15.392184859253847
-1,1738768,690372,690372.000000000000000,13.750136411150732
-1,1738549,362628,362628.000000000000000,10.964678740469056
