OBJECTID,VALUE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
-1,670493,12,12.000000000000000,5.986200809478760,6.336600303649902,0.350399494171143,6.137838403383891,0.112259125320069,73.654060840606689
-1,670412,39103,39103.000000000000000,0.000139236450195,17.932373046875000,17.932233810424805,2.947064137100896,2.930655629184125,115239.048953056335449
-1,670441,7596,7596.000000000000000,0.000241279602051,7.474119663238525,7.473878383636475,2.940671652885033,1.800255191728585,22337.341875314712524
-1,670442,3340,3340.000000000000000,0.002185344696045,11.155220031738281,11.153034687042236,3.899012580174886,2.330159449022217,13022.702017784118652
-1,670440,113,113.000000000000000,0.066955089569092,7.519048690795898,7.452093601226807,4.658913409815425,2.289039417460958,526.457215309143066
-1,670439,2134,2134.000000000000000,0.005012035369873,16.204418182373047,16.199406147003174,5.820610702764016,2.855921443796551,12421.183239698410034
-1,670437,4114,4114.000000000000000,0.000984191894531,7.485610008239746,7.484625816345215,3.411088934151015,1.959313429242337,14033.219875097274780
-1,670438,2838,2838.000000000000000,0.003695964813232,21.997549057006836,21.993853092193604,6.591497322217607,3.926652739280179,18706.669400453567505
-1,670428,1109,1109.000000000000000,0.141288280487061,7.549399852752686,7.408111572265625,5.914059691003468,1.574840939236811,6558.692197322845459
-1,670421,83,83.000000000000000,5.404600620269775,7.322327613830566,1.917726993560791,6.300914034785994,0.494427710318614,522.975864887237549
-1,670426,22040,22040.000000000000000,0.000267505645752,34.163597106933594,34.163329601287842,4.057144377722715,2.804538611738319,89419.462085008621216
-1,670435,56,56.000000000000000,7.275526046752930,9.602763175964355,2.327237129211426,8.105476251670293,0.796837760994054,453.906670093536377
-1,670423,5835,5835.000000000000000,0.000441074371338,47.940658569335938,47.940217494964600,5.094821685588349,6.675394729236139,29728.284535408020020
-1,670420,1284,1284.000000000000000,0.007333755493164,13.814806938171387,13.807473182678223,6.242018317136438,2.893497888481965,8014.751519203186035
-1,669940,15648,15648.000000000000000,0.000169754028320,13.563099861145020,13.562930107116699,3.521534924279205,2.593238644053983,55104.978495121002197
-1,669942,80920,80920.000000000000000,0.000387668609619,4.564715385437012,4.564327716827393,1.515474192570532,0.656961020558027,122632.171662807464600
-1,669941,560702,560702.000000000000000,0.000000476837158,7.119942665100098,7.119942188262939,1.828169780233085,1.025412847722801,1025058.452116250991821
-1,669856,295302,295302.000000000000000,0.000070571899414,6.739796638488770,6.739726066589355,1.017624651096904,0.841470810135277,300506.594718217849731
-1,669784,404807,404807.000000000000000,0.000002861022949,7.594641208648682,7.594638347625732,1.088172882061405,0.695173950254558,440499.999868631362915
-1,670429,307,307.000000000000000,0.068020820617676,7.581775188446045,7.513754367828369,5.732544666004491,1.737208607746158,1759.891212463378906
-1,670419,1218,1218.000000000000000,0.012544155120850,7.500543117523193,7.487998962402344,4.828663495178097,1.724816438194049,5881.312137126922607
-1,670418,1250,1250.000000000000000,0.011464595794678,7.746712684631348,7.735248088836670,5.065270666503906,1.916352086897584,6331.588333129882813
-1,670413,430,430.000000000000000,0.975859642028809,8.483952522277832,7.508092880249023,5.217690280980842,1.703836706671013,2243.606820821762085
-1,670409,719,719.000000000000000,0.002269268035889,6.981308937072754,6.979039669036865,3.613079893075044,1.893915906484470,2597.804443120956421
-1,670402,2019,2019.000000000000000,0.000487804412842,7.227377891540527,7.226890087127686,4.336521584778626,1.818995925683549,8755.437079668045044
-1,669830,34327,34327.000000000000000,0.000079154968262,13.380412101745605,13.380332946777344,1.120462974313081,1.461401113125487,38462.132519245147705
-1,669623,371299,371299.000000000000000,0.000000953674316,7.423655986785889,7.423655033111572,1.152970808435940,1.204333182316060,428096.908201456069946
-1,669406,412227,412227.000000000000000,0.000010490417480,16.623832702636719,16.623822212219238,1.014556066690079,0.871899328347730,418227.403703451156616
-1,670308,4396,4396.000000000000000,0.000695705413818,6.872475147247314,6.871779441833496,2.903529177968127,1.535755198512427,12763.914266347885132
-1,670263,409,409.000000000000000,0.131081581115723,6.762322902679443,6.631241321563721,4.033715256268938,1.143650370810069,1649.789539813995361
-1,669428,390200,390200.000000000000000,0.000001907348633,9.724256515502930,9.724254608154297,1.214671307081812,0.822251274838293,473964.744023323059082
-1,669188,9807,9807.000000000000000,0.000022411346436,6.614255905151367,6.614233493804932,0.847911137621422,0.927414610750622,8315.464526653289795
-1,669981,4007,4007.000000000000000,0.002152442932129,7.187233924865723,7.185081481933594,3.491537214307259,1.983478073306604,13990.589617729187012
-1,669274,2378104,2378104.000000000000000,0.000006675720215,7.219235420227051,7.219228744506836,1.236833838559470,0.684553420878268,2941319.498813629150391
-1,669275,1071444,1071444.000000000000000,0.000000000000000,7.516176700592041,7.516176700592041,1.359052698797689,1.460594024660431,1456148.859810590744019
-1,669570,15560,15560.000000000000000,0.001619815826416,7.244159698486328,7.242539882659912,4.199898862164554,1.931038350449731,65350.426295280456543
-1,669564,1807,1807.000000000000000,0.004309654235840,5.861116409301758,5.856806755065918,2.420620768520142,1.370253466005755,4374.061728715896606
-1,669550,6281,6281.000000000000000,0.005317211151123,6.486752033233643,6.481434822082520,3.005692794508585,1.504626797304043,18878.756442308425903
-1,668900,16383,16383.000000000000000,0.000480651855469,4.482446670532227,4.481966018676758,0.906834671700065,0.357204563100649,14856.672426462173462
-1,668899,45447,45447.000000000000000,0.000033855438232,6.742086410522461,6.742052555084229,1.085199717581200,0.971714698797652,49319.071564912796021
-1,669012,27049,27049.000000000000000,0.000074863433838,9.392573356628418,9.392498493194580,1.062433090451121,1.464742775343718,28737.752663612365723
