Rowid,VALUE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,NEWER_VALUE
-1,131549,24418,24418.000000000000000,0.015972614288330,5.540684700012207,5.524712085723877,2.365470849830090,0.969405866950579,57760.067211151123047,1
-1,132237,231,231.000000000000000,0.043364524841309,4.467639923095703,4.424275398254395,2.815184330011343,1.222973908233556,650.307580232620239,1
-1,132250,283,283.000000000000000,0.011586666107178,4.541852951049805,4.530266284942627,2.421270588682734,1.009993571438382,685.219576597213745,1
-1,132249,112,112.000000000000000,0.006443977355957,4.523788452148438,4.517344474792480,3.065432759267943,1.494259799047386,343.328469038009644,1
-1,131556,43393,43393.000000000000000,0.000120162963867,11.124705314636230,11.124585151672363,3.897660046567937,2.012579341095581,169131.162400722503662,1
-1,131548,1135,1135.000000000000000,0.002095222473145,3.001056194305420,2.998960971832275,1.219169303709190,0.331134083892419,1383.757159709930420,1
-1,131560,4085,4085.000000000000000,0.005222797393799,6.370593547821045,6.365370750427246,4.586511878313604,1.694847436542118,18735.901022911071777,1
-1,131559,2999,2999.000000000000000,0.008891582489014,6.402129650115967,6.393238067626953,4.467508249896572,1.700293935122248,13398.057241439819336,1
-1,131550,2660,2660.000000000000000,0.030168056488037,5.826457500457764,5.796289443969727,3.624190291336605,1.441915379048963,9640.346174955368042,1
-1,131546,3120,3120.000000000000000,0.010573863983154,5.627905845642090,5.617331981658936,3.350880057383806,0.926876095541122,10454.745779037475586,1
-1,131553,725,725.000000000000000,0.858416557312012,2.884822368621826,2.026405811309814,2.272648756750699,0.601119653574113,1647.670348644256592,1
-1,131547,4552,4552.000000000000000,0.000541210174561,5.658240318298340,5.657699108123779,2.601290369599481,1.138194537617849,11841.073762416839600,1
-1,131551,23,23.000000000000000,0.020982265472412,1.201560974121094,1.180578708648682,0.784209292867909,0.372110889787535,18.036813735961914,1
-1,131562,5797,5797.000000000000000,0.002043247222900,8.237577438354492,8.235534191131592,4.010226224154383,2.112082845324517,23247.281421422958374,1
-1,131561,2375,2375.000000000000000,0.002608299255371,8.325602531433105,8.322994232177734,1.853226040488795,1.225762621706281,4401.411846160888672,1
-1,131567,6430,6430.000000000000000,0.000188827514648,8.764506340026855,8.764317512512207,3.374159478770444,1.776052718833022,21695.845448493957520,1
-1,131569,392,392.000000000000000,0.027943611145020,3.443182468414307,3.415238857269287,1.846436277944214,0.655367270344811,723.803020954132080,1
