OBJECTID,VALUE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
,1236492,1650,1650.000000000000000,0.000634193420410,7.388634681701660,7.388000488281250,4.093232581976689,2.154198367337612,6753.833760261535645
,1050735,551,551.000000000000000,2.950774669647217,6.932494163513184,3.981719493865967,5.122144419571449,0.905310003917804,2822.301575183868408
,1050733,309,309.000000000000000,0.023130893707275,4.065934658050537,4.042803764343262,1.904128965050657,0.992116699741527,588.375850200653076
,1050734,50,50.000000000000000,0.001751422882080,1.668651103973389,1.666899681091309,0.591617088317871,0.478957890288392,29.580854415893555
,1056396,11777,11777.000000000000000,0.021930217742920,12.019284248352051,11.997354030609131,6.587036324851105,3.120526643819553,77575.526797771453857
,1236502,260,260.000000000000000,11.261274337768555,12.385851860046387,1.124577522277832,11.678061888768124,0.154861253277546,3036.296091079711914
,1056397,164,164.000000000000000,8.418688774108887,11.151524543762207,2.732835769653320,9.588710180143030,0.656346374443960,1572.548469543457031
,1056384,660,660.000000000000000,0.005574703216553,4.236724376678467,4.231149673461914,1.508316329753760,0.892771425153554,995.488777637481689
,1056392,197,197.000000000000000,0.006131649017334,6.450084686279297,6.443953037261963,2.161240560754301,1.659420752455985,425.764390468597412
,1056393,478,478.000000000000000,0.008923530578613,7.890988349914551,7.882064819335938,3.616008560029034,2.247745722184455,1728.452091693878174
,1056385,108,108.000000000000000,0.006133079528809,2.670120716094971,2.663987636566162,0.709511235908226,0.669835252735201,76.627213478088379
,1056387,21218,21218.000000000000000,0.000267505645752,12.599045753479004,12.598778247833252,4.483040618361621,4.428352237826671,95121.155840396881104
,1056391,1074,1074.000000000000000,0.001581668853760,9.000866889953613,8.999285221099854,4.282803029321426,2.551264081328720,4599.730453491210938
,1056390,1626,1626.000000000000000,0.013216495513916,8.863620758056641,8.850404262542725,4.545303683146046,2.425555674415451,7390.663788795471191
,1056389,618,618.000000000000000,0.004509925842285,8.157722473144531,8.153212547302246,4.082980099619399,2.187214372386093,2523.281701564788818
,1056388,236,236.000000000000000,0.000437736511230,6.303451538085938,6.303013801574707,2.979319150164976,1.595777062041160,703.119319438934326
,1079704,195,195.000000000000000,0.030682086944580,9.661981582641602,9.631299495697021,3.206139383560572,2.796760881090689,625.197179794311523
,1079683,3104,3104.000000000000000,0.005181789398193,9.741581916809082,9.736400127410889,5.514541427806480,2.831492121489442,17117.136591911315918
,1079684,1376,1376.000000000000000,0.013282299041748,9.721382141113281,9.708099842071533,6.124018106003140,2.702489577239906,8426.648913860321045
,1079676,995,995.000000000000000,7.446681976318359,10.756766319274902,3.310084342956543,9.357507606966411,0.683783323366208,9310.720068931579590
,1079675,19164,19164.000000000000000,0.001081943511963,18.703781127929688,18.702699184417725,8.622712652734515,2.963068533630791,165245.665277004241943
,1079682,1139,1139.000000000000000,0.001081943511963,9.323081970214844,9.322000026702881,3.955408779542838,2.285178767310483,4505.210599899291992
,1079680,919,919.000000000000000,0.000482082366943,8.374081611633301,8.373599529266357,4.181963851584184,2.234129142292448,3843.224779605865479
,1079689,1670,1670.000000000000000,0.002481937408447,11.493681907653809,11.491199970245361,4.781886353749715,3.343145817496298,7985.750210762023926
,1079688,7089,7089.000000000000000,0.001182079315186,17.067682266235352,17.066500186920166,8.080906216121894,4.146691971546715,57285.544166088104248
,1079670,17965,17965.000000000000000,0.000038146972656,12.437054634094238,12.437016487121582,1.550413048821440,2.527580636567013,27853.170422077178955
,1079702,770,770.000000000000000,7.270644187927246,11.772004127502441,4.501359939575195,10.220765839613877,0.632824964667744,7869.989696502685547
,1079690,582,582.000000000000000,0.018581867218018,10.689581871032715,10.671000003814697,3.595337753033720,3.094763077583342,2092.486572265625000
,1079679,14041,14041.000000000000000,0.001481533050537,11.788082122802734,11.786600589752197,4.118025063772197,2.121329852162392,57821.189920425415039
,1079674,17615,17615.000000000000000,0.000025272369385,11.253574371337891,11.253549098968506,1.484802386749207,2.253173369276086,26154.794042587280273
,1079692,1863,1863.000000000000000,0.001282215118408,7.758981704711914,7.757699489593506,3.347572900502834,1.990226347867203,6236.528313636779785
,1079693,905,905.000000000000000,0.000881671905518,7.329582214355469,7.328700542449951,3.697527001312424,2.239085478309274,3346.261936187744141
,1080256,396,396.000000000000000,0.000620841979980,4.281835556030273,4.281214714050293,1.573719593009563,1.021140095016078,623.192958831787109
,1079685,37011,37011.000000000000000,0.000057697296143,13.318332672119141,13.318274974822998,2.911627385550016,2.734084368953245,107762.241166591644287
,1079703,24820,24820.000000000000000,0.000010013580322,11.745676040649414,11.745666027069092,3.740707533422927,2.919287262891272,92844.360979557037354
,1080254,1942,1942.000000000000000,0.002356529235840,6.516930580139160,6.514574050903320,3.100577746311742,1.528787820267087,6021.321983337402344
,1080275,459,459.000000000000000,0.003731250762939,3.168017387390137,3.164286136627197,1.118489318423801,0.790112964720630,513.386597156524658
,1080276,11079,11079.000000000000000,0.000212669372559,8.155535697937012,8.155323028564453,2.563038374200734,2.266782447923593,28395.902147769927979
,1080257,4361,4361.000000000000000,0.001560688018799,11.215022087097168,11.213461399078369,5.879918999202862,2.377723209868879,25642.326755523681641
,1080274,7664,7664.000000000000000,0.000580310821533,9.125519752502441,9.124939441680908,2.048794944624811,2.244615201946441,15701.964455604553223
,1080279,195,195.000000000000000,0.012666225433350,0.641442298889160,0.628776073455811,0.249148620703282,0.140738671041812,48.583981037139893
,1080281,274,274.000000000000000,0.002355098724365,1.100953578948975,1.098598480224609,0.402575487638042,0.274467041742656,110.305683612823486
