OBJECTID,VALUE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
-1,2048931,114446,114446.000000000000000,0.000001430511475,13.362980842590332,13.362979412078857,2.489075970812629,3.221307748586747,284864.788555622100830
