,parcel_id,slr77,slr66,slr52,slr48,slr36,slr24,slr12,slr
0,842868,77,0.0,0.0,0.0,0.0,0.0,0.0,77
1,842870,77,66.0,52.0,0.0,0.0,0.0,0.0,52
2,842996,77,66.0,52.0,48.0,36.0,0.0,0.0,36
3,843003,77,66.0,52.0,48.0,36.0,24.0,0.0,24
4,843004,77,66.0,52.0,48.0,36.0,24.0,0.0,24
5,843006,77,66.0,52.0,48.0,36.0,24.0,12.0,12
6,843009,77,66.0,52.0,48.0,36.0,24.0,0.0,24
7,843010,77,66.0,52.0,48.0,36.0,24.0,12.0,12
8,843015,77,66.0,52.0,48.0,36.0,0.0,0.0,36
9,843018,77,66.0,0.0,0.0,0.0,0.0,0.0,66
10,843019,77,66.0,52.0,48.0,36.0,0.0,0.0,36
11,843020,77,66.0,52.0,0.0,0.0,0.0,0.0,52
12,843023,77,66.0,52.0,0.0,0.0,0.0,0.0,52
13,843039,77,66.0,0.0,0.0,0.0,0.0,0.0,66
14,843047,77,66.0,52.0,48.0,36.0,24.0,12.0,12
15,843187,77,66.0,52.0,48.0,36.0,24.0,12.0,12
16,843188,77,66.0,52.0,48.0,36.0,24.0,12.0,12
17,843189,77,66.0,52.0,48.0,36.0,24.0,0.0,24
18,843190,77,66.0,52.0,48.0,36.0,0.0,0.0,36
19,843192,77,66.0,52.0,48.0,36.0,24.0,12.0,12
20,843193,77,66.0,52.0,48.0,0.0,0.0,0.0,48
21,843194,77,66.0,52.0,48.0,36.0,24.0,12.0,12
22,843195,77,66.0,52.0,48.0,36.0,24.0,12.0,12
23,843197,77,66.0,52.0,48.0,36.0,24.0,12.0,12
24,843198,77,66.0,52.0,48.0,36.0,24.0,12.0,12
25,843204,77,66.0,52.0,48.0,36.0,24.0,12.0,12
26,843209,77,66.0,52.0,48.0,0.0,0.0,0.0,48
27,843210,77,66.0,52.0,48.0,36.0,24.0,12.0,12
28,843213,77,66.0,52.0,48.0,0.0,0.0,0.0,48
29,843214,77,66.0,52.0,48.0,36.0,24.0,12.0,12
30,843357,77,66.0,52.0,48.0,36.0,24.0,12.0,12
