,parcel_id,slr77,slr66,slr52,slr48,slr36,slr24,slr12,slr
0,799508,77,66.0,52.0,48.0,36.0,24.0,12.0,12
1,799509,77,66.0,52.0,48.0,36.0,24.0,12.0,12
2,799512,77,66.0,52.0,48.0,36.0,24.0,12.0,12
3,799513,77,66.0,52.0,48.0,36.0,24.0,12.0,12
4,799558,77,66.0,52.0,48.0,36.0,24.0,0.0,24
5,799514,77,66.0,52.0,48.0,36.0,24.0,12.0,12
6,799510,77,66.0,52.0,48.0,36.0,24.0,12.0,12
7,799511,77,66.0,52.0,48.0,36.0,24.0,12.0,12
8,799554,77,66.0,52.0,48.0,36.0,24.0,12.0,12
9,799560,77,66.0,0.0,0.0,0.0,0.0,0.0,66
10,799552,77,66.0,52.0,48.0,36.0,24.0,12.0,12
11,799559,77,66.0,52.0,48.0,36.0,0.0,0.0,36
12,799555,77,66.0,52.0,48.0,36.0,24.0,12.0,12
13,799553,77,66.0,52.0,48.0,36.0,24.0,0.0,24
14,799551,77,66.0,52.0,48.0,36.0,24.0,12.0,12
15,799611,77,66.0,52.0,48.0,36.0,24.0,12.0,12
16,799613,77,66.0,52.0,48.0,36.0,24.0,12.0,12
17,799550,77,66.0,52.0,48.0,36.0,24.0,0.0,24
18,799593,77,66.0,52.0,48.0,36.0,24.0,12.0,12
19,799592,77,66.0,52.0,48.0,36.0,24.0,0.0,24
20,799612,77,66.0,52.0,48.0,36.0,24.0,12.0,12
21,799576,77,0.0,0.0,0.0,0.0,0.0,0.0,77
22,799615,77,66.0,52.0,48.0,36.0,24.0,12.0,12
23,799599,77,66.0,52.0,48.0,36.0,24.0,12.0,12
24,799614,77,66.0,52.0,48.0,36.0,24.0,12.0,12
25,799616,77,66.0,52.0,48.0,36.0,24.0,12.0,12
26,799582,77,66.0,0.0,0.0,0.0,0.0,0.0,66
27,799601,77,66.0,52.0,48.0,36.0,24.0,12.0,12
28,799603,77,66.0,52.0,48.0,36.0,24.0,12.0,12
29,799594,77,66.0,52.0,48.0,36.0,24.0,12.0,12
30,799596,77,66.0,52.0,48.0,36.0,24.0,12.0,12
31,799604,77,66.0,52.0,48.0,36.0,24.0,12.0,12
32,799602,77,66.0,52.0,48.0,36.0,24.0,12.0,12
