Tract FIPS Code,tract_id,county,hra,coc
6075021200,75021200,San Francisco,1,0
6075021300,75021300,San Francisco,1,0
6075021400,75021400,San Francisco,1,0
6075021500,75021500,San Francisco,1,0
6075021600,75021600,San Francisco,1,0
6075021700,75021700,San Francisco,1,0
6075021800,75021800,San Francisco,1,0
6075022600,75022600,San Francisco,0,0
6075022702,75022702,San Francisco,1,0
6075022704,75022704,San Francisco,0,0
6075022801,75022801,San Francisco,0,0
6075022802,75022802,San Francisco,0,0
6075022803,75022803,San Francisco,0,0
6075022901,75022901,San Francisco,0,1
6075022902,75022902,San Francisco,0,1
6075022903,75022903,San Francisco,0,0
6075023001,75023001,San Francisco,0,1
6075023003,75023003,San Francisco,0,0
6075023102,75023102,San Francisco,0,1
6075023103,75023103,San Francisco,0,1
6075023200,75023200,San Francisco,0,1
6075023300,75023300,San Francisco,0,1
6075023400,75023400,San Francisco,0,1
6075025100,75025100,San Francisco,0,0
6075025200,75025200,San Francisco,0,0
6075025300,75025300,San Francisco,0,0
6075025401,75025401,San Francisco,0,0
6075025402,75025402,San Francisco,0,0
6075025403,75025403,San Francisco,0,0
6075025500,75025500,San Francisco,0,0
6075025600,75025600,San Francisco,0,0
6075025701,75025701,San Francisco,0,0
6075025702,75025702,San Francisco,0,1
6075025800,75025800,San Francisco,0,0
6075025900,75025900,San Francisco,0,0
6075026001,75026001,San Francisco,0,1
6075026002,75026002,San Francisco,0,0
6075026003,75026003,San Francisco,0,0
6075026004,75026004,San Francisco,0,0
6075026100,75026100,San Francisco,0,0
6075026200,75026200,San Francisco,0,1
6075026301,75026301,San Francisco,0,1
6075026302,75026302,San Francisco,0,0
6075026303,75026303,San Francisco,0,0
6075026401,75026401,San Francisco,0,0
6075026402,75026402,San Francisco,0,0
6075026403,75026403,San Francisco,0,1
6075026404,75026404,San Francisco,0,1
6075030101,75030101,San Francisco,1,0
6075030102,75030102,San Francisco,1,0
6075030201,75030201,San Francisco,1,0
6075030202,75030202,San Francisco,1,0
6075030301,75030301,San Francisco,1,0
6075030302,75030302,San Francisco,1,0
6075030400,75030400,San Francisco,1,0
6075030500,75030500,San Francisco,1,0
6075030600,75030600,San Francisco,1,0
6075030700,75030700,San Francisco,1,0
6075030800,75030800,San Francisco,1,0
6075030900,75030900,San Francisco,1,0
6075031000,75031000,San Francisco,1,0
6075031100,75031100,San Francisco,1,0
6075031201,75031201,San Francisco,1,0
6075031202,75031202,San Francisco,0,1
6075031301,75031301,San Francisco,0,1
6075031302,75031302,San Francisco,0,0
6075031400,75031400,San Francisco,0,1
6075032601,75032601,San Francisco,1,0
6075032602,75032602,San Francisco,1,0
6075032700,75032700,San Francisco,1,0
6075032801,75032801,San Francisco,1,0
6075032802,75032802,San Francisco,1,0
6075032901,75032901,San Francisco,1,0
6075032902,75032902,San Francisco,1,0
6075033000,75033000,San Francisco,1,0
6075033100,75033100,San Francisco,1,0
6075033201,75033201,San Francisco,0,1
6075033203,75033203,San Francisco,0,0
6075033204,75033204,San Francisco,0,1
6075035100,75035100,San Francisco,1,0
6075035201,75035201,San Francisco,1,0
6075035202,75035202,San Francisco,1,0
6075035300,75035300,San Francisco,1,0
6075035400,75035400,San Francisco,1,0
6075040100,75040100,San Francisco,1,0
6075040200,75040200,San Francisco,1,0
6075042601,75042601,San Francisco,1,0
6075042602,75042602,San Francisco,1,0
6075042700,75042700,San Francisco,1,1
6075042800,75042800,San Francisco,1,0
6075045100,75045100,San Francisco,1,0
6075045200,75045200,San Francisco,1,0
6075047600,75047600,San Francisco,1,0
6075047701,75047701,San Francisco,1,0
6075047702,75047702,San Francisco,1,0
6075047801,75047801,San Francisco,1,0
6075047802,75047802,San Francisco,1,0
6075047901,75047901,San Francisco,1,0
6075047902,75047902,San Francisco,1,0
6075060100,75060100,San Francisco,1,0
6075060400,75060400,San Francisco,0,0
6075060502,75060502,San Francisco,0,1
6075060700,75060700,San Francisco,0,0
6075061000,75061000,San Francisco,0,0
6075061100,75061100,San Francisco,0,1
6075061200,75061200,San Francisco,0,1
6075061400,75061400,San Francisco,0,0
6075061500,75061500,San Francisco,0,0
6075980200,75980200,San Francisco,0,0
6075980300,75980300,San Francisco,1,0
6075980401,75980401,San Francisco,0,0
6075980501,75980501,San Francisco,0,1
6075980600,75980600,San Francisco,0,1
6075980900,75980900,San Francisco,0,0
6075990100,75990100,San Francisco,0,0
6081600100,81600100,San Mateo,0,0
6081600200,81600200,San Mateo,0,0
6081600300,81600300,San Mateo,0,0
6081600401,81600401,San Mateo,1,0
6081600402,81600402,San Mateo,0,0
6081600500,81600500,San Mateo,1,0
6081600600,81600600,San Mateo,0,0
6081600700,81600700,San Mateo,0,0
6081600800,81600800,San Mateo,0,1
6081600900,81600900,San Mateo,1,0
6081601000,81601000,San Mateo,0,0
6081601100,81601100,San Mateo,1,0
6081601200,81601200,San Mateo,0,0
6081601300,81601300,San Mateo,0,0
6081601400,81601400,San Mateo,0,0
6081601501,81601501,San Mateo,0,0
6081601502,81601502,San Mateo,0,1
6081601601,81601601,San Mateo,0,0
6081601603,81601603,San Mateo,1,0
6081601604,81601604,San Mateo,0,0
6081601605,81601605,San Mateo,1,0
6081601700,81601700,San Mateo,1,0
6081601800,81601800,San Mateo,1,0
6081601901,81601901,San Mateo,1,0
6081601902,81601902,San Mateo,1,0
6081602000,81602000,San Mateo,0,0
6081602100,81602100,San Mateo,0,1
6081602200,81602200,San Mateo,0,1
6081602300,81602300,San Mateo,0,1
6081602400,81602400,San Mateo,0,0
6081602500,81602500,San Mateo,1,0
6081602600,81602600,San Mateo,1,0
6081602700,81602700,San Mateo,1,0
6081602800,81602800,San Mateo,1,0
6081602900,81602900,San Mateo,1,0
6081603000,81603000,San Mateo,1,0
6081603100,81603100,San Mateo,1,0
6081603200,81603200,San Mateo,1,0
6081603300,81603300,San Mateo,1,0
6081603400,81603400,San Mateo,1,0
6081603700,81603700,San Mateo,1,0
6081603801,81603801,San Mateo,1,0
6081603802,81603802,San Mateo,1,0
6081603900,81603900,San Mateo,0,0
6081604000,81604000,San Mateo,0,0
6081604101,81604101,San Mateo,0,1
6081604102,81604102,San Mateo,0,0
6081604200,81604200,San Mateo,0,0
6081604400,81604400,San Mateo,1,0
6081604500,81604500,San Mateo,1,0
6081604600,81604600,San Mateo,1,0
6081604700,81604700,San Mateo,1,0
6081604800,81604800,San Mateo,1,0
6081604900,81604900,San Mateo,1,0
6081605000,81605000,San Mateo,1,0
6081605100,81605100,San Mateo,1,0
6081605200,81605200,San Mateo,1,0
6081605300,81605300,San Mateo,1,0
6081605400,81605400,San Mateo,1,0
6081605500,81605500,San Mateo,1,0
6081605600,81605600,San Mateo,1,0
6081605700,81605700,San Mateo,1,0
6081605800,81605800,San Mateo,1,0
6081605900,81605900,San Mateo,1,0
6081606000,81606000,San Mateo,0,1
6081606100,81606100,San Mateo,0,1
6081606200,81606200,San Mateo,0,1
6081606300,81606300,San Mateo,1,0
6081606400,81606400,San Mateo,1,0
6081606500,81606500,San Mateo,1,0
6081606600,81606600,San Mateo,0,0
6081606700,81606700,San Mateo,1,0
6081606800,81606800,San Mateo,1,0
6081606900,81606900,San Mateo,1,0
6081607000,81607000,San Mateo,1,0
6081607100,81607100,San Mateo,1,0
6081607200,81607200,San Mateo,1,0
6081607300,81607300,San Mateo,1,0
6081607400,81607400,San Mateo,0,0
6081607500,81607500,San Mateo,0,0
6081607600,81607600,San Mateo,0,0
6081607701,81607701,San Mateo,0,1
6081607702,81607702,San Mateo,0,0
6081607800,81607800,San Mateo,0,0
6081607900,81607900,San Mateo,0,0
6081608001,81608001,San Mateo,1,0
6081608002,81608002,San Mateo,1,0
6081608004,81608004,San Mateo,1,0
6081608013,81608013,San Mateo,1,0
6081608023,81608023,San Mateo,1,0
6081608100,81608100,San Mateo,1,0
6081608200,81608200,San Mateo,1,0
6081608300,81608300,San Mateo,1,0
6081608400,81608400,San Mateo,1,0
6081608501,81608501,San Mateo,1,0
6081608502,81608502,San Mateo,1,0
6081608600,81608600,San Mateo,1,0
6081608700,81608700,San Mateo,1,0
6081608800,81608800,San Mateo,1,0
6081608900,81608900,San Mateo,1,0
6081609000,81609000,San Mateo,1,0
6081609100,81609100,San Mateo,0,0
6081609201,81609201,San Mateo,1,0
6081609202,81609202,San Mateo,1,0
6081609300,81609300,San Mateo,1,0
6081609400,81609400,San Mateo,1,0
6081609500,81609500,San Mateo,1,0
6081609601,81609601,San Mateo,1,0
6081609602,81609602,San Mateo,1,0
6081609603,81609603,San Mateo,1,0
6081609700,81609700,San Mateo,1,0
6081609800,81609800,San Mateo,1,0
6081609900,81609900,San Mateo,1,0
6081610000,81610000,San Mateo,1,0
6081610100,81610100,San Mateo,1,0
6081610201,81610201,San Mateo,0,1
6081610202,81610202,San Mateo,0,0
6081610203,81610203,San Mateo,0,1
6081610302,81610302,San Mateo,0,0
6081610303,81610303,San Mateo,1,0
6081610304,81610304,San Mateo,1,0
6081610400,81610400,San Mateo,0,1
6081610500,81610500,San Mateo,0,1
6081610601,81610601,San Mateo,0,1
6081610602,81610602,San Mateo,0,0
6081610700,81610700,San Mateo,0,0
6081610800,81610800,San Mateo,0,1
6081610900,81610900,San Mateo,1,1
6081611000,81611000,San Mateo,0,0
6081611100,81611100,San Mateo,1,0
6081611200,81611200,San Mateo,0,0
6081611300,81611300,San Mateo,0,0
6081611400,81611400,San Mateo,0,0
6081611500,81611500,San Mateo,1,0
6081611600,81611600,San Mateo,1,0
6081611700,81611700,San Mateo,0,1
6081611800,81611800,San Mateo,0,1
6081611900,81611900,San Mateo,0,1
6081612000,81612000,San Mateo,0,1
6081612100,81612100,San Mateo,0,1
6081612500,81612500,San Mateo,1,0
6081612600,81612600,San Mateo,1,0
6081612700,81612700,San Mateo,1,0
6081612800,81612800,San Mateo,1,0
6081612900,81612900,San Mateo,1,0
6081613000,81613000,San Mateo,1,0
6081613200,81613200,San Mateo,1,0
6081613300,81613300,San Mateo,1,0
6081613400,81613400,San Mateo,1,0
6081613501,81613501,San Mateo,0,0
6081613502,81613502,San Mateo,1,0
6081613600,81613600,San Mateo,1,0
6081613700,81613700,San Mateo,0,0
6081613800,81613800,San Mateo,0,0
6081613900,81613900,San Mateo,1,0
6081614000,81614000,San Mateo,1,0
6081984300,81984300,San Mateo,0,0
6081990100,81990100,San Mateo,0,0
6085500100,85500100,Santa Clara,0,0
6085500200,85500200,Santa Clara,0,0
6085500300,85500300,Santa Clara,0,0
6085500400,85500400,Santa Clara,0,0
6085500500,85500500,Santa Clara,0,0
6085500600,85500600,Santa Clara,0,0
6085500800,85500800,Santa Clara,0,0
6085500901,85500901,Santa Clara,0,1
6085500902,85500902,Santa Clara,0,1
6085501000,85501000,Santa Clara,0,1
6085501101,85501101,Santa Clara,0,1
6085501102,85501102,Santa Clara,0,0
6085501200,85501200,Santa Clara,0,1
6085501300,85501300,Santa Clara,0,0
6085501401,85501401,Santa Clara,0,1
6085501402,85501402,Santa Clara,0,1
6085501501,85501501,Santa Clara,0,1
6085501502,85501502,Santa Clara,0,1
6085501600,85501600,Santa Clara,0,1
6085501700,85501700,Santa Clara,0,1
6085501800,85501800,Santa Clara,0,0
6085501900,85501900,Santa Clara,0,0
6085502001,85502001,Santa Clara,0,1
6085502002,85502002,Santa Clara,0,1
6085502101,85502101,Santa Clara,0,0
6085502102,85502102,Santa Clara,0,1
6085502201,85502201,Santa Clara,0,0
6085502202,85502202,Santa Clara,1,0
6085502301,85502301,Santa Clara,1,0
6085502302,85502302,Santa Clara,1,0
6085502400,85502400,Santa Clara,0,0
6085502500,85502500,Santa Clara,1,0
6085502601,85502601,Santa Clara,1,0
6085502603,85502603,Santa Clara,1,0
6085502604,85502604,Santa Clara,1,0
6085502701,85502701,Santa Clara,1,0
6085502702,85502702,Santa Clara,1,0
6085502800,85502800,Santa Clara,1,0
6085502901,85502901,Santa Clara,1,0
6085502902,85502902,Santa Clara,1,0
6085502903,85502903,Santa Clara,1,0
6085502906,85502906,Santa Clara,1,0
6085502907,85502907,Santa Clara,1,0
6085502908,85502908,Santa Clara,1,0
6085502909,85502909,Santa Clara,0,0
6085502910,85502910,Santa Clara,0,0
6085503001,85503001,Santa Clara,1,0
6085503002,85503002,Santa Clara,0,0
6085503003,85503003,Santa Clara,1,0
6085503105,85503105,Santa Clara,0,1
6085503108,85503108,Santa Clara,0,0
6085503110,85503110,Santa Clara,0,1
6085503111,85503111,Santa Clara,0,1
6085503112,85503112,Santa Clara,0,1
6085503113,85503113,Santa Clara,0,1
6085503115,85503115,Santa Clara,0,0
6085503116,85503116,Santa Clara,0,0
6085503117,85503117,Santa Clara,0,1
6085503118,85503118,Santa Clara,0,1
6085503121,85503121,Santa Clara,0,1
6085503122,85503122,Santa Clara,0,1
6085503123,85503123,Santa Clara,0,1
6085503204,85503204,Santa Clara,0,1
6085503207,85503207,Santa Clara,0,0
6085503208,85503208,Santa Clara,0,0
6085503210,85503210,Santa Clara,0,0
6085503211,85503211,Santa Clara,0,0
6085503212,85503212,Santa Clara,0,0
6085503213,85503213,Santa Clara,0,1
6085503214,85503214,Santa Clara,0,1
6085503217,85503217,Santa Clara,0,1
6085503218,85503218,Santa Clara,0,1
6085503304,85503304,Santa Clara,0,1
6085503305,85503305,Santa Clara,0,0
6085503306,85503306,Santa Clara,0,1
6085503312,85503312,Santa Clara,0,0
6085503313,85503313,Santa Clara,1,0
6085503315,85503315,Santa Clara,0,1
6085503321,85503321,Santa Clara,0,0
6085503322,85503322,Santa Clara,0,0
6085503323,85503323,Santa Clara,0,0
6085503324,85503324,Santa Clara,0,0
6085503325,85503325,Santa Clara,0,0
6085503326,85503326,Santa Clara,1,0
6085503327,85503327,Santa Clara,0,0
6085503329,85503329,Santa Clara,1,0
6085503330,85503330,Santa Clara,1,0
6085503331,85503331,Santa Clara,1,0
6085503332,85503332,Santa Clara,1,0
6085503333,85503333,Santa Clara,1,0
6085503334,85503334,Santa Clara,1,0
6085503336,85503336,Santa Clara,0,0
6085503337,85503337,Santa Clara,0,0
6085503401,85503401,Santa Clara,0,1
6085503402,85503402,Santa Clara,0,1
6085503504,85503504,Santa Clara,0,0
6085503506,85503506,Santa Clara,0,1
6085503507,85503507,Santa Clara,0,0
6085503508,85503508,Santa Clara,0,1
6085503509,85503509,Santa Clara,0,0
6085503510,85503510,Santa Clara,0,1
6085503511,85503511,Santa Clara,0,0
6085503601,85503601,Santa Clara,0,1
6085503602,85503602,Santa Clara,0,1
6085503703,85503703,Santa Clara,0,1
6085503707,85503707,Santa Clara,0,0
6085503708,85503708,Santa Clara,0,1
6085503709,85503709,Santa Clara,0,1
6085503710,85503710,Santa Clara,0,1
6085503711,85503711,Santa Clara,0,1
6085503712,85503712,Santa Clara,0,1
6085503713,85503713,Santa Clara,0,1
6085503802,85503802,Santa Clara,0,0
6085503803,85503803,Santa Clara,0,0
6085503804,85503804,Santa Clara,0,0
6085503902,85503902,Santa Clara,0,0
6085503903,85503903,Santa Clara,0,1
6085504001,85504001,Santa Clara,0,1
6085504002,85504002,Santa Clara,0,0
6085504101,85504101,Santa Clara,0,1
6085504102,85504102,Santa Clara,0,0
6085504201,85504201,Santa Clara,0,0
6085504202,85504202,Santa Clara,0,0
6085504307,85504307,Santa Clara,0,0
6085504308,85504308,Santa Clara,1,0
6085504311,85504311,Santa Clara,0,0
6085504314,85504314,Santa Clara,0,0
6085504315,85504315,Santa Clara,0,0
6085504316,85504316,Santa Clara,0,0
6085504317,85504317,Santa Clara,0,0
6085504318,85504318,Santa Clara,0,1
6085504319,85504319,Santa Clara,0,0
6085504320,85504320,Santa Clara,1,0
6085504321,85504321,Santa Clara,0,0
6085504322,85504322,Santa Clara,0,0
6085504323,85504323,Santa Clara,0,0
6085504410,85504410,Santa Clara,0,0
6085504411,85504411,Santa Clara,1,0
6085504412,85504412,Santa Clara,0,0
6085504413,85504413,Santa Clara,1,0
6085504414,85504414,Santa Clara,1,0
6085504415,85504415,Santa Clara,1,0
6085504416,85504416,Santa Clara,1,0
6085504417,85504417,Santa Clara,1,0
6085504418,85504418,Santa Clara,0,0
6085504420,85504420,Santa Clara,1,0
6085504421,85504421,Santa Clara,1,0
6085504422,85504422,Santa Clara,1,0
6085504423,85504423,Santa Clara,1,0
6085504504,85504504,Santa Clara,0,0
6085504505,85504505,Santa Clara,1,0
6085504506,85504506,Santa Clara,0,0
6085504507,85504507,Santa Clara,1,0
6085504601,85504601,Santa Clara,0,0
6085504602,85504602,Santa Clara,0,0
6085504700,85504700,Santa Clara,0,0
6085504802,85504802,Santa Clara,0,0
6085504803,85504803,Santa Clara,0,0
6085504805,85504805,Santa Clara,0,0
6085504806,85504806,Santa Clara,0,0
6085504901,85504901,Santa Clara,1,0
6085505001,85505001,Santa Clara,0,0
6085505006,85505006,Santa Clara,0,0
6085505007,85505007,Santa Clara,0,0
6085505008,85505008,Santa Clara,1,0
6085505009,85505009,Santa Clara,0,0
6085505100,85505100,Santa Clara,0,1
6085505202,85505202,Santa Clara,0,1
6085505203,85505203,Santa Clara,0,0
6085505301,85505301,Santa Clara,0,0
6085505302,85505302,Santa Clara,0,0
6085505303,85505303,Santa Clara,0,0
6085505304,85505304,Santa Clara,0,0
6085505305,85505305,Santa Clara,0,0
6085505401,85505401,Santa Clara,0,0
6085505402,85505402,Santa Clara,1,0
6085505403,85505403,Santa Clara,1,0
6085505500,85505500,Santa Clara,0,0
6085505600,85505600,Santa Clara,0,0
6085505700,85505700,Santa Clara,0,0
6085505800,85505800,Santa Clara,1,0
6085505900,85505900,Santa Clara,1,0
6085506000,85506000,Santa Clara,1,0
6085506101,85506101,Santa Clara,1,0
6085506102,85506102,Santa Clara,1,0
6085506103,85506103,Santa Clara,1,0
6085506202,85506202,Santa Clara,1,0
6085506203,85506203,Santa Clara,1,0
6085506204,85506204,Santa Clara,1,0
6085506301,85506301,Santa Clara,0,0
6085506302,85506302,Santa Clara,0,0
6085506304,85506304,Santa Clara,0,0
6085506305,85506305,Santa Clara,0,0
6085506401,85506401,Santa Clara,0,0
6085506402,85506402,Santa Clara,0,0
6085506501,85506501,Santa Clara,0,1
6085506502,85506502,Santa Clara,0,0
6085506503,85506503,Santa Clara,0,0
6085506601,85506601,Santa Clara,1,0
6085506603,85506603,Santa Clara,1,0
6085506604,85506604,Santa Clara,1,0
6085506605,85506605,Santa Clara,1,0
6085506606,85506606,Santa Clara,0,0
6085506701,85506701,Santa Clara,1,0
6085506702,85506702,Santa Clara,1,0
6085506703,85506703,Santa Clara,1,0
6085506801,85506801,Santa Clara,1,0
6085506802,85506802,Santa Clara,1,0
6085506803,85506803,Santa Clara,1,0
6085506804,85506804,Santa Clara,1,0
6085506900,85506900,Santa Clara,1,0
6085507001,85507001,Santa Clara,1,0
6085507002,85507002,Santa Clara,1,0
6085507100,85507100,Santa Clara,1,0
6085507203,85507203,Santa Clara,1,0
6085507205,85507205,Santa Clara,1,0
6085507206,85507206,Santa Clara,1,0
6085507301,85507301,Santa Clara,1,0
6085507302,85507302,Santa Clara,1,0
6085507401,85507401,Santa Clara,1,0
6085507402,85507402,Santa Clara,1,0
6085507500,85507500,Santa Clara,1,0
6085507600,85507600,Santa Clara,1,0
6085507701,85507701,Santa Clara,1,0
6085507702,85507702,Santa Clara,1,0
6085507703,85507703,Santa Clara,1,0
6085507805,85507805,Santa Clara,1,0
6085507806,85507806,Santa Clara,1,0
6085507807,85507807,Santa Clara,1,0
6085507808,85507808,Santa Clara,1,0
6085507903,85507903,Santa Clara,1,0
6085507904,85507904,Santa Clara,1,0
6085507905,85507905,Santa Clara,1,0
6085507906,85507906,Santa Clara,1,0
6085508001,85508001,Santa Clara,1,0
6085508003,85508003,Santa Clara,1,0
6085508004,85508004,Santa Clara,1,0
6085508101,85508101,Santa Clara,1,0
6085508102,85508102,Santa Clara,1,0
6085508202,85508202,Santa Clara,1,0
6085508203,85508203,Santa Clara,1,0
6085508204,85508204,Santa Clara,1,0
6085508301,85508301,Santa Clara,1,0
6085508303,85508303,Santa Clara,1,0
6085508304,85508304,Santa Clara,1,0
6085508401,85508401,Santa Clara,1,0
6085508403,85508403,Santa Clara,1,0
6085508404,85508404,Santa Clara,1,0
6085508503,85508503,Santa Clara,1,0
6085508504,85508504,Santa Clara,1,0
6085508505,85508505,Santa Clara,1,0
6085508507,85508507,Santa Clara,1,0
6085508508,85508508,Santa Clara,0,0
6085508601,85508601,Santa Clara,1,0
6085508602,85508602,Santa Clara,1,0
6085508703,85508703,Santa Clara,1,0
6085508704,85508704,Santa Clara,0,0
6085508800,85508800,Santa Clara,0,0
6085508900,85508900,Santa Clara,0,0
6085509000,85509000,Santa Clara,0,1
6085509102,85509102,Santa Clara,1,0
6085509105,85509105,Santa Clara,1,0
6085509106,85509106,Santa Clara,1,0
6085509107,85509107,Santa Clara,1,0
6085509108,85509108,Santa Clara,1,0
6085509109,85509109,Santa Clara,1,0
6085509201,85509201,Santa Clara,1,0
6085509202,85509202,Santa Clara,1,0
6085509302,85509302,Santa Clara,1,0
6085509303,85509303,Santa Clara,0,0
6085509304,85509304,Santa Clara,0,0
6085509401,85509401,Santa Clara,1,0
6085509403,85509403,Santa Clara,0,0
6085509404,85509404,Santa Clara,0,0
6085509500,85509500,Santa Clara,1,0
6085509600,85509600,Santa Clara,1,0
6085509700,85509700,Santa Clara,1,0
6085509801,85509801,Santa Clara,1,0
6085509802,85509802,Santa Clara,1,0
6085509901,85509901,Santa Clara,1,0
6085509902,85509902,Santa Clara,1,0
6085510001,85510001,Santa Clara,1,0
6085510002,85510002,Santa Clara,1,0
6085510100,85510100,Santa Clara,1,0
6085510200,85510200,Santa Clara,1,0
6085510300,85510300,Santa Clara,1,0
6085510400,85510400,Santa Clara,1,0
6085510500,85510500,Santa Clara,1,0
6085510600,85510600,Santa Clara,1,0
6085510700,85510700,Santa Clara,1,0
6085510801,85510801,Santa Clara,1,0
6085510802,85510802,Santa Clara,1,0
6085510803,85510803,Santa Clara,1,0
6085510900,85510900,Santa Clara,1,0
6085511000,85511000,Santa Clara,1,0
6085511100,85511100,Santa Clara,1,0
6085511200,85511200,Santa Clara,1,0
6085511301,85511301,Santa Clara,1,0
6085511302,85511302,Santa Clara,1,0
6085511400,85511400,Santa Clara,1,0
6085511500,85511500,Santa Clara,1,0
6085511608,85511608,Santa Clara,0,1
6085511609,85511609,Santa Clara,1,0
6085511701,85511701,Santa Clara,1,0
6085511702,85511702,Santa Clara,1,0
6085511704,85511704,Santa Clara,1,0
6085511705,85511705,Santa Clara,1,0
6085511707,85511707,Santa Clara,1,0
6085511800,85511800,Santa Clara,1,0
6085511905,85511905,Santa Clara,1,0
6085511907,85511907,Santa Clara,1,0
6085511909,85511909,Santa Clara,1,0
6085511910,85511910,Santa Clara,1,0
6085511911,85511911,Santa Clara,1,0
6085511912,85511912,Santa Clara,1,0
6085511913,85511913,Santa Clara,1,0
6085511914,85511914,Santa Clara,1,0
6085511915,85511915,Santa Clara,0,1
6085511916,85511916,Santa Clara,1,0
6085512001,85512001,Santa Clara,0,0
6085512005,85512005,Santa Clara,0,0
6085512017,85512017,Santa Clara,0,0
6085512019,85512019,Santa Clara,0,0
6085512020,85512020,Santa Clara,0,0
6085512021,85512021,Santa Clara,0,0
6085512022,85512022,Santa Clara,0,0
6085512023,85512023,Santa Clara,0,1
6085512024,85512024,Santa Clara,0,0
6085512025,85512025,Santa Clara,0,0
6085512026,85512026,Santa Clara,0,0
6085512027,85512027,Santa Clara,0,0
6085512029,85512029,Santa Clara,0,0
6085512030,85512030,Santa Clara,0,0
6085512031,85512031,Santa Clara,0,0
6085512032,85512032,Santa Clara,0,0
6085512033,85512033,Santa Clara,0,0
6085512034,85512034,Santa Clara,0,0
6085512035,85512035,Santa Clara,0,0
6085512036,85512036,Santa Clara,0,0
6085512037,85512037,Santa Clara,0,0
6085512038,85512038,Santa Clara,0,0
6085512039,85512039,Santa Clara,0,0
6085512042,85512042,Santa Clara,0,0
6085512043,85512043,Santa Clara,0,1
6085512045,85512045,Santa Clara,0,0
6085512047,85512047,Santa Clara,1,0
6085512052,85512052,Santa Clara,0,0
6085512053,85512053,Santa Clara,0,0
6085512100,85512100,Santa Clara,0,0
6085512200,85512200,Santa Clara,1,0
6085512305,85512305,Santa Clara,0,0
6085512307,85512307,Santa Clara,0,0
6085512308,85512308,Santa Clara,0,0
6085512309,85512309,Santa Clara,0,0
6085512310,85512310,Santa Clara,0,0
6085512311,85512311,Santa Clara,0,0
6085512312,85512312,Santa Clara,0,0
6085512313,85512313,Santa Clara,0,0
6085512314,85512314,Santa Clara,0,0
6085512401,85512401,Santa Clara,0,0
6085512402,85512402,Santa Clara,0,0
6085512503,85512503,Santa Clara,1,0
6085512505,85512505,Santa Clara,0,1
6085512506,85512506,Santa Clara,0,1
6085512508,85512508,Santa Clara,0,1
6085512509,85512509,Santa Clara,0,0
6085512510,85512510,Santa Clara,0,0
6085512602,85512602,Santa Clara,0,0
6085512603,85512603,Santa Clara,0,1
6085512604,85512604,Santa Clara,0,1
6085513000,85513000,Santa Clara,1,0
6085513500,85513500,Santa Clara,1,0
6095250103,95250103,Solano,0,0
6095250104,95250104,Solano,0,0
6095250105,95250105,Solano,0,0
6095250106,95250106,Solano,0,0
6095250200,95250200,Solano,0,0
6095250300,95250300,Solano,0,1
6095250400,95250400,Solano,0,0
6095250501,95250501,Solano,0,0
6095250502,95250502,Solano,0,1
6095250601,95250601,Solano,0,1
6095250604,95250604,Solano,0,0
6095250605,95250605,Solano,0,0
6095250701,95250701,Solano,0,1
6095250801,95250801,Solano,0,0
6095250900,95250900,Solano,0,1
6095251000,95251000,Solano,0,1
6095251100,95251100,Solano,0,1
6095251200,95251200,Solano,0,1
6095251300,95251300,Solano,0,0
6095251400,95251400,Solano,0,0
6095251500,95251500,Solano,0,1
6095251600,95251600,Solano,0,1
6095251701,95251701,Solano,0,1
6095251702,95251702,Solano,0,0
6095251802,95251802,Solano,0,1
6095251803,95251803,Solano,0,1
6095251804,95251804,Solano,0,0
6095251901,95251901,Solano,0,1
6095251902,95251902,Solano,0,1
6095251903,95251903,Solano,0,1
6095252000,95252000,Solano,1,0
6095252102,95252102,Solano,0,0
6095252103,95252103,Solano,0,0
6095252104,95252104,Solano,0,0
6095252105,95252105,Solano,1,0
6095252106,95252106,Solano,1,0
6095252107,95252107,Solano,0,0
6095252108,95252108,Solano,1,0
6095252201,95252201,Solano,0,0
6095252202,95252202,Solano,0,0
6095252305,95252305,Solano,0,0
6095252306,95252306,Solano,0,0
6095252310,95252310,Solano,0,0
6095252311,95252311,Solano,0,0
6095252312,95252312,Solano,0,0
6095252313,95252313,Solano,0,0
6095252314,95252314,Solano,0,0
6095252315,95252315,Solano,0,0
6095252316,95252316,Solano,0,0
6095252317,95252317,Solano,0,0
6095252401,95252401,Solano,0,1
6095252402,95252402,Solano,0,1
6095252501,95252501,Solano,0,1
6095252502,95252502,Solano,0,1
6095252604,95252604,Solano,0,1
6095252605,95252605,Solano,0,1
6095252606,95252606,Solano,0,1
6095252607,95252607,Solano,0,1
6095252608,95252608,Solano,0,1
6095252610,95252610,Solano,0,0
6095252611,95252611,Solano,0,1
6095252702,95252702,Solano,0,0
6095252703,95252703,Solano,0,1
6095252704,95252704,Solano,0,0
6095252705,95252705,Solano,0,0
6095252706,95252706,Solano,0,0
6095252707,95252707,Solano,0,0
6095252801,95252801,Solano,0,0
6095252802,95252802,Solano,0,0
6095252903,95252903,Solano,1,0
6095252904,95252904,Solano,0,0
6095252908,95252908,Solano,0,0
6095252909,95252909,Solano,0,0
6095252910,95252910,Solano,0,0
6095252911,95252911,Solano,0,0
6095252912,95252912,Solano,0,0
6095252913,95252913,Solano,0,0
6095252914,95252914,Solano,0,0
6095252915,95252915,Solano,0,0
