juris_zmod,variable,ACRES 0 0,ACRES 0 1,ACRES 0 M,ACRES 1 0,ACRES 1 1,ACRES 1 M,ACRES M 0,ACRES M 1,ACRES M M,Ksqft_basis,Ksqft_pba40,allow_nonres ACRES F_F,allow_nonres ACRES F_T,allow_nonres ACRES T_F,allow_nonres ACRES T_T,allow_nonres num_parcels F_F,allow_nonres num_parcels F_T,allow_nonres num_parcels T_F,allow_nonres num_parcels T_T,allow_res ACRES F_F,allow_res ACRES F_T,allow_res ACRES T_F,allow_res ACRES T_T,allow_res num_parcels F_F,allow_res num_parcels F_T,allow_res num_parcels T_F,allow_res num_parcels T_T,emp_basis,emp_pba40,num_parcels 0 0,num_parcels 0 1,num_parcels 0 M,num_parcels 1 0,num_parcels 1 1,num_parcels 1 M,num_parcels M 0,num_parcels M 1,num_parcels M M,units_basis,units_pba40
walnut_creek,HT,9931.510493493599,56.3066127281076,255.16644039330816,855.4405423284851,100.96333866605086,0.0210686004486,0.0,0.0,0.0363792425731,50445.981270759876,50445.981270759876,,,,,,,,,4446.595351042588,50.9281931430317,0.0,6701.921331266926,1133.0,76.0,0.0,14790.0,144131.37505931393,144131.37505931393,13318.0,89.0,53.0,2301.0,236.0,1.0,0.0,0.0,1.0,57744.12563054345,55548.40249015621
windsor,HT,3764.161864755453,0.0,9.90391875734,224.9661713147622,1.7306341050855,0.0,2.191676954866,0.0,1.730445380726,10472.1403345572,10472.1403345572,,,,,,,,,1638.7081455982595,0.0,0.0,2365.9765656699733,491.0,0.0,0.0,8045.0,27807.519939568916,27807.519939568916,7504.0,0.0,1.0,1020.0,3.0,0.0,3.0,0.0,5.0,14808.630678992322,14808.630678992322
woodside,HT,6613.230223586985,0.42269097522,1.57883868099997,44.680537119099995,0.0,0.0,0.0,0.0,0.0,315.74329111190235,315.74329111190235,,,,,,,,,1099.9832161091176,0.0,0.0,5559.929074253189,80.0,0.0,0.0,2328.0,902.1236888911494,902.1236888911494,2401.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2315.792876898474,2315.792876898474
yountville,HT,778.2672236816692,29.4536129551569,0.0,45.06616601334071,42.022046069886656,0.0855381690803,0.035145728682,0.0,0.0,672.15532905025,672.15532905025,,,,,,,,,667.1290028546297,0.37250328052690007,0.0,227.42822648265917,48.0,6.0,0.0,786.0,1920.4437972864284,1920.4437972864284,428.0,10.0,0.0,220.0,180.0,1.0,1.0,0.0,0.0,1952.4413650285364,1952.4413650285364
alameda,HM,6343.321383509142,0.0,231.6099203813672,1.8844400791544997,0.0,0.0,0.0,0.0,0.0,51852.3022062118,51852.3022062118,,,,,,,,,4068.465825622536,0.0,0.0,2508.3499183471754,890.0,0.0,0.0,17451.0,147155.76416164133,147155.76416164133,18260.0,0.0,67.0,14.0,0.0,0.0,0.0,0.0,0.0,47134.28883982827,47134.28883982827
albany,HM,2521.8547747892153,15.929798630523756,4.37386380888,103.99342625713582,18.581316241032205,0.0,142.32968184535,0.0,0.0,17053.8402935209,17053.8402935209,,,,,,,,,2353.468376349862,6.337010871542101,0.0,447.25747435073225,152.0,56.0,0.0,4370.0,48725.25798148836,48725.25798148836,3469.0,151.0,1.0,900.0,49.0,0.0,8.0,0.0,0.0,9803.776618336802,9803.776618336802
american_canyon,HM,2774.222299744856,389.07859739110245,115.33572734015401,176.6775225872906,3.786328192827499,0.0,3.799762633584,0.0,0.0,47229.028856402045,47229.028856402045,,,,,,,,,2217.1690113695604,61.719091962958316,0.0,1184.012134557304,487.0,127.0,0.0,4597.0,134940.08244686286,134940.08244686286,2788.0,2007.0,9.0,346.0,36.0,0.0,25.0,0.0,0.0,6514.039590375011,6502.436793217242
antioch,HM,11162.970463967957,262.04098541596994,45.10215031994914,2600.411220356137,1426.4453065438347,7.521859299806,149.84189281637998,0.0,0.162464839166,143728.09953295713,143728.09953295713,,,,,,,,,6403.211538884846,262.04098541596994,8.61276069933,8980.631058558938,2838.0,4.0,5.0,28547.0,410651.71295130585,410651.71295130585,28711.0,4.0,36.0,2562.0,45.0,3.0,32.0,0.0,1.0,51687.391714670346,51734.36070253062
atherton,HM,2840.755185758849,0.0,43.2160465394976,0.0,0.474998883133,0.0,1.5327486056459998,0.0,1.0508726149876302,895.988027630031,895.988027630031,,,,,,,,,382.79733849211016,0.0,0.0,2504.232513910002,69.0,0.0,0.0,2519.0,2559.9657932286605,2559.9657932286605,2574.0,0.0,7.0,0.0,1.0,0.0,2.0,0.0,4.0,2516.9302590823154,2516.9302590823154
belmont,HM,2074.532448171793,194.40521061498964,0.0,127.22638286790068,9.437557118506701,0.0,8.535944606502497,3.8540368189600014,0.0704466881838,7732.530992121084,7732.530992121084,,,,,,,,,739.9459818716211,16.824778591207497,0.0,1661.2912664239982,430.0,67.0,0.0,7331.0,26149.342453702884,26149.342453702884,6017.0,1425.0,0.0,284.0,24.0,0.0,53.0,24.0,1.0,14454.810567822982,14012.77760727969
belvedere,HM,255.3669902283566,0.0,57.29851826756501,16.4230924564596,0.290591437587,0.0,0.0,0.0,0.0,150.41330225790225,150.41330225790225,,,,,,,,,88.0103061086072,0.0,2.311694174704,239.0571921066569,66.0,0.0,3.0,887.0,429.752292165435,429.752292165435,910.0,0.0,10.0,35.0,1.0,0.0,0.0,0.0,0.0,1220.1197361631134,1304.0342347048688
benicia,HM,5543.537374320788,1501.19280001302,127.00676757486679,438.80422989491217,6.4266531808429,4.71711964307,0.0,0.0,0.0,86866.88592080127,86866.88592080127,,,,,,,,,5621.908328190543,99.9263779058361,0.0,1899.850238531127,887.0,236.0,0.0,9382.0,248887.92887938686,248887.92887938686,1099.0,6955.0,39.0,2378.0,33.0,1.0,0.0,0.0,0.0,24562.249168607326,23861.96450519022
berkeley,HM,7610.542986184775,407.8427244645411,23.716347011743398,1537.1465108659402,87.64859097779683,0.0,110.3747771189379,0.0,0.8482563248076,283128.0156722363,283128.0156722363,,,,,,,,,6244.071048143007,74.70658988172401,0.0,3459.3425549238123,1147.0,282.0,0.0,24858.0,800663.4756702307,800663.4756702307,10319.0,3244.0,16.0,12221.0,456.0,0.0,23.0,0.0,8.0,68811.37899766226,68792.52563009642
brentwood,HM,5902.968185532217,608.6732721543254,214.98600273854913,1021.3500940191115,76.24924294377041,0.0,3.54582450989,0.0,0.0,88483.64770088144,88483.64770088144,,,,,,,,,1694.1732389917631,28.9061244557573,66.503298800685,6038.189959649651,802.0,62.0,11.0,18192.0,256953.18042109683,256953.18042109683,13735.0,2154.0,64.0,3071.0,42.0,0.0,1.0,0.0,0.0,70565.694842634,72787.99567081576
brisbane,HM,1482.6498626325379,147.45673682532652,97.21644034112029,0.802183219578,9.482363321302902,0.0,5.33700922925889,0.0,7.981951654186705,99308.9639659592,99308.9639659592,,,,,,,,,1422.1930665631166,47.15459587099638,0.0,281.57888478919966,363.0,70.0,0.0,1292.0,230192.93009499327,230192.93009499327,599.0,1023.0,7.0,2.0,81.0,0.0,10.0,0.0,3.0,4241.551708699048,2254.3104175532258
burlingame,HM,1898.7219340210881,60.245198615532544,15.54843860928,203.50771883566213,0.3624218898035,0.0,32.599350126284726,0.0,2.5490351493363597,38174.72467586042,38174.72467586042,,,,,,,,,980.9125148111355,59.90406846926754,0.0,1172.7175139665842,827.0,113.0,0.0,6854.0,109070.64193102972,109070.64193102972,6546.0,114.0,4.0,1094.0,5.0,0.0,29.0,0.0,2.0,25634.470257192082,19110.917200888838
calistoga,HM,1264.8576770390393,71.4887191518,0.0,167.0798169708673,6.8102426184183,0.0,0.0,0.0,9.285864885491,29711.802396762745,29711.802396762745,,,,,,,,,264.09067804422756,0.0,77.31442092231761,1178.117221699072,102.0,0.0,253.0,1296.0,84890.86399075072,84890.86399075072,1199.0,3.0,0.0,429.0,11.0,0.0,0.0,0.0,9.0,5021.941870422838,6568.2302888691975
campbell,HM,2298.144559654877,142.10230271177866,21.813594980857356,453.1245070202031,12.35801117417465,0.0,69.69928373839272,0.0,18.240812356563985,14783.877036232763,14783.877036232763,,,,,,,,,987.5589746408152,0.19997088651500006,0.0,2027.7241261095287,1096.0,1.0,0.0,9690.0,40057.39714395221,40057.39714395221,7931.0,605.0,11.0,1734.0,133.0,0.0,355.0,0.0,18.0,23941.580051741505,23938.676474469306
clayton,HM,2036.4846888136115,0.0,3.8317829149250002,47.40704824286862,0.0437684803835,0.0,45.74556868109431,0.0,0.8264621386794001,301.0840550224295,301.0840550224295,,,,,,,,,1034.735845434829,0.0,0.0,1099.603473836734,295.0,0.0,0.0,3677.0,860.2401572069415,860.2401572069415,3707.0,0.0,2.0,144.0,1.0,0.0,116.0,0.0,2.0,4945.422501224277,4945.422501224277
cloverdale,HM,699.3749611862215,134.52893326062588,17.891389182787503,257.9651218538736,188.94276472423363,0.531238962095,3.99889481867,1.1272375513,7.870121536036001,15044.395514890284,15044.395514890284,,,,,,,,,409.75189206826155,17.036624595701102,20.962638308141276,864.4795081037389,260.0,26.0,115.0,2713.0,40845.0269687243,40845.0269687243,651.0,291.0,11.0,1164.0,981.0,2.0,2.0,5.0,7.0,5002.109666038135,5395.506744405191
colma,HM,1058.3306876911079,2.1861508985248,38.3331687136057,0.0,0.4792184901380001,0.0,5.26525721216286,0.22741116444999998,0.0,10841.891383067828,10841.891383067828,,,,,,,,,924.5869465599887,0.4882280330458,0.0,179.74671957695497,178.0,5.0,0.0,327.0,30976.832523050944,30976.832523050944,465.0,16.0,21.0,0.0,1.0,0.0,5.0,2.0,0.0,8974.760911119833,8974.760911119833
concord,HM,15189.549550750075,85.01014058525628,19.225678573832408,1133.4240817528464,277.89567580166505,0.0352952678401,38.993883726090225,3.6179997553770002,31.002685439543434,150831.361389379,150831.361389379,,,,,,,,,9495.539549147286,73.2345953872503,125.82946498371359,7084.151382134285,1484.0,37.0,104.0,30260.0,431831.0117120766,431831.0117120766,28765.0,85.0,45.0,2401.0,491.0,1.0,46.0,2.0,49.0,116494.17120773143,119514.0783673404
corte_madera,HM,1499.4779574434576,0.0,4.373613632811493,188.39419249706125,7.16973230497297,0.0,0.6333901746852001,0.0,1.3496125752417703,29032.241344841434,29032.241344841434,,,,,,,,,830.4478484510911,0.0,85.61957593973794,785.3310742374019,199.0,0.0,111.0,3392.0,83429.89825409456,83429.89825409456,2893.0,0.0,10.0,691.0,93.0,0.0,5.0,0.0,10.0,4297.198032725405,6429.097840919142
cotati,HM,579.5405092959884,5.023002199552001,19.129976767743603,333.7376518328354,31.2979321425547,6.79569554957,0.8785391662991999,0.08197100707800001,1.2158945752087589,20410.33595034194,20410.33595034194,,,,,,,,,116.63691810570904,1.298887843334,67.4239152628673,792.3414513249201,121.0,7.0,31.0,2182.0,55052.67693895613,55052.67693895613,1273.0,19.0,17.0,861.0,146.0,2.0,11.0,5.0,7.0,5894.856142803051,6863.100637156816
cupertino,HM,3126.142514885409,2554.1386741702227,28.8632199854948,368.5595373462304,37.87755742581751,0.0,5.978991511895801,0.6036961156849999,0.0,24152.836454977736,24152.836454977736,,,,,,,,,2024.0327220134373,324.57409387990145,281.2929381264882,3492.264437420939,813.0,1100.0,386.0,13194.0,68933.80497988148,68933.80497988148,1589.0,12981.0,8.0,601.0,303.0,0.0,10.0,1.0,0.0,20981.97772784262,26643.799330406167
daly_city,HM,1708.6710514863735,8.1668897463276,69.64632814730291,1769.400339845805,92.60034484422455,0.0,33.44151110740706,0.0,0.0573926438517,72765.79777221517,72765.79777221517,,,,,,,,,1786.9619667240224,8.0945748740876,0.0,1886.9273162231846,2142.0,37.0,0.0,18902.0,228257.5897501279,228257.5897501279,1890.0,38.0,11.0,18477.0,316.0,0.0,348.0,0.0,1.0,37121.83670765357,36025.26720635846
danville,HM,6900.954445250649,3014.598732382026,47.974522318121394,276.47857694158415,64.38643015783471,0.0544321883569,7.393528494717298,0.247684997747,5.674849354661701,7567.502075028746,7567.502075028746,,,,,,,,,4043.2875082090122,399.49132728609015,127.47804119590792,5747.50632539467,891.0,183.0,525.0,13478.0,23224.32800112857,23224.32800112857,8621.0,5276.0,35.0,718.0,363.0,1.0,35.0,1.0,27.0,18716.556458605202,20660.871438210605
dixon,HM,3370.1817507579926,35.27597526144551,472.11138388690995,47.40748723607631,21.00760145882,0.0,0.0,0.0,0.0,80522.85894264611,80522.85894264611,,,,,,,,,2408.7380789459503,4.939500893412001,0.0,1532.3066187618788,776.0,9.0,0.0,4889.0,229177.99076695647,229177.99076695647,5412.0,123.0,16.0,121.0,2.0,0.0,0.0,0.0,0.0,12200.19533439518,12200.19533439518
dublin,HM,7636.717277393437,234.6246462294356,5.14311572597067,814.0029372973405,17.184807563475573,0.0,38.5786701562376,0.7633958936609999,0.454561939301,150552.5648737917,150552.5648737917,,,,,,,,,5091.598530258648,232.3957934913416,0.0,3423.475088448855,809.0,139.0,0.0,9676.0,430150.1667090684,430150.1667090684,7890.0,140.0,5.0,2560.0,10.0,0.0,16.0,2.0,1.0,27103.502977045766,24521.338013004337
east_palo_alto,HM,497.0164835731262,495.08185290143854,7.8933833578741,255.6053586331662,53.151738180514194,0.0,4.176950881498599,0.06764843969940001,0.033381568434,15731.574642622627,15731.574642622627,,,,,,,,,392.6806351120023,8.0193070854254,0.0,912.3268553383214,79.0,18.0,0.0,4532.0,46330.43129209394,46330.43129209394,312.0,3325.0,5.0,600.0,358.0,0.0,26.0,2.0,1.0,21793.20597038934,21793.20597038934
el_cerrito,HM,1596.1746428412014,6.539530962745399,25.086340606397798,103.9520427886475,125.95331448167963,1.3838279584220001,0.0,0.0,0.0,88007.84274988959,88007.84274988959,,,,,,,,,516.0360533060485,5.205425492092999,1.5642720693826,1336.2839487715662,443.0,7.0,4.0,8124.0,251450.9792853993,251450.9792853993,7439.0,19.0,26.0,740.0,351.0,3.0,0.0,0.0,0.0,17908.823882337012,17992.90561228477
emeryville,HM,268.2337468941292,12.90063657943252,8.0055826071712,148.23392544476863,159.5000371768677,0.0,0.0,0.0,0.0,55713.29319463887,55713.29319463887,,,,,,,,,276.23932950130035,12.90063657943252,0.0,307.73396262163624,281.0,32.0,0.0,770.0,157139.5199572767,157139.5199572767,254.0,32.0,27.0,523.0,247.0,0.0,0.0,0.0,0.0,26593.70905878639,26593.70905878639
fairfax,HM,1149.0960570998077,0.654081476939,20.724196896131,16.1130920567703,0.26683727353330006,0.0,0.0,0.0,0.0,48889.765343291554,48889.765343291554,,,,,,,,,198.94504157231324,0.0,16.1130920567703,971.7961311740978,217.0,0.0,101.0,3012.0,139613.21317955133,139613.21317955133,3212.0,4.0,6.0,101.0,7.0,0.0,0.0,0.0,0.0,4566.983528782119,4760.3406334633655
fairfield,HM,21888.538045542096,0.0,884.7084176888837,866.3773945466563,56.07565150320491,5.216969712792,3.1114245206300004,0.0,13.755170162557004,99648.18954357211,99648.18954357211,,,,,,,,,15664.323128213342,0.0,20.217663404410303,8033.242282059368,8695.0,0.0,18.0,22519.0,258222.39604948607,258222.39604948607,27152.0,0.0,770.0,2984.0,272.0,2.0,1.0,0.0,51.0,43194.47907283491,43684.9288902161
foster_city,HM,1539.4484675690821,414.30586499837136,11.124581448606,309.37285799138476,12.989418783229201,0.422431598496,0.1646025987455,0.0,0.0,20836.6471480527,20836.6471480527,,,,,,,,,729.1012340075091,410.21474839760134,289.2094739358658,859.3027686469425,917.0,88.0,128.0,6118.0,90228.62052062203,90228.62052062203,7015.0,89.0,3.0,134.0,6.0,1.0,3.0,0.0,0.0,17308.08690668415,18482.01946554713
fremont,HM,45266.67280532366,209.55764530000485,165.06972016929674,1653.896365929535,27.6081093894082,0.0,0.201763623361,0.0,0.0,773441.8662049059,773441.8662049059,,,,,,,,,36699.34379612739,195.763368338298,0.0,10427.899245269879,4307.0,59.0,0.0,49374.0,2209832.3683105586,2209832.3683105586,46524.0,74.0,54.0,7054.0,33.0,0.0,1.0,0.0,0.0,90142.99747341633,86801.25811059188
gilroy,HM,6427.545252748193,1781.578394909011,10.183248106346499,352.8975936737638,577.6013782198726,0.0,0.0,0.0,0.0,268513.2221822003,268513.2221822003,,,,,,,,,4742.287178650186,161.74524788077193,0.0,4245.773441126267,796.0,44.0,0.0,11765.0,686224.9530772871,686224.9530772871,2463.0,8672.0,11.0,811.0,648.0,0.0,0.0,0.0,0.0,40537.63269072885,40139.10730473745
half_moon_bay,HM,1856.5584297063451,0.0,24.46821461438806,1507.3380353667417,102.70255818547787,2.7096751100734,1.9591575804278498,0.0,0.0835633850366,6171.961862662049,6171.961862662049,,,,,,,,,722.159382475668,0.0,101.4407924446636,2672.219459028154,518.0,0.0,227.0,4893.0,15797.478866031151,15797.478866031151,648.0,0.0,31.0,4739.0,184.0,19.0,16.0,0.0,1.0,12992.424273268902,15568.378780762441
hayward,HM,20802.503664469303,31.21450704322338,471.1560744890724,1509.180566906497,347.7542362806397,0.783192109047,3357.2135466303243,0.0,32.97439334455189,179942.567072491,179942.567072491,,,,,,,,,21283.76412036179,28.25533141521138,0.0,5240.76072949561,5437.0,37.0,0.0,26244.0,509298.95878266485,509298.95878266485,24685.0,59.0,169.0,6229.0,436.0,1.0,96.0,0.0,43.0,66938.53500279199,65646.44361521721
healdsburg,HM,1599.3804959154947,125.06846340683663,3.451779022879,286.59134684852484,416.360338101258,0.0,7.067967319598001,0.5925923077885,0.86782846468162,15788.740275799846,15788.740275799846,,,,,,,,,591.4915977030656,113.72840553227252,0.0,1734.1608081517238,277.0,71.0,0.0,4029.0,39183.77928613941,39183.77928613941,1230.0,108.0,3.0,1196.0,1810.0,0.0,23.0,3.0,4.0,9411.428961447862,8378.984293206759
hercules,HM,2061.264379997592,893.7424622596878,10.74554737328633,242.76577876594868,133.34414349348324,0.018494476241400003,0.0,0.258680940102,1.510854863409,13868.730946723403,13868.730946723403,,,,,,,,,2024.149764470952,140.58957611067035,5.29818090422,1173.6128206839078,972.0,202.0,1.0,5727.0,38665.850340763485,38665.850340763485,1010.0,4075.0,11.0,947.0,855.0,1.0,0.0,1.0,2.0,14300.846943495599,13040.23371320543
hillsborough,HM,3486.675329682645,2.6284857617934,0.0,0.483967477174,0.0,0.0,2.9621618468632,0.0,0.0,35086.36270598483,35086.36270598483,,,,,,,,,334.0591694958884,0.616252138427,0.0,3158.074523134162,69.0,1.0,0.0,4096.0,100265.92483363514,100265.92483363514,4150.0,8.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,6157.920828957203,6152.328340800978
lafayette,HM,8555.96472114477,0.0,6.107810613328,267.36035950251437,15.3655102156524,0.0,20.226419264886,0.0,1.904367774178,4182.4184258601845,4182.4184258601845,,,,,,,,,3550.005468416196,0.0,87.25026012987244,5229.673459969231,565.0,0.0,203.0,8085.0,11949.766931029102,11949.766931029102,8113.0,0.0,3.0,687.0,40.0,0.0,8.0,0.0,2.0,22655.793508769293,25534.925482066647
larkspur,HM,1434.1854334093225,10.840476272285377,26.91279505600867,16.660604114149095,128.19134423188348,0.0,3.387804348696,0.0,1.5972405404234,18235.42064133143,18235.42064133143,,,,,,,,,745.8112697232314,2.059330811448,0.0,873.9050974380888,251.0,26.0,0.0,4082.0,52608.52409176305,52608.52409176305,2974.0,41.0,17.0,86.0,1235.0,0.0,4.0,0.0,2.0,7455.187386079525,7445.385251302756
livermore,HM,10615.128633946224,92.60696412791094,1165.6032555103982,2681.5179790900515,592.3547267366787,1.04446263295,0.0,0.0,0.0,298562.98446510185,298562.98446510185,,,,,,,,,9390.090028763992,63.503590785978325,0.0,5694.662402494288,2486.0,151.0,0.0,23959.0,854836.4818345455,854836.4818345455,8841.0,219.0,52.0,15043.0,2440.0,1.0,0.0,0.0,0.0,63605.9038417129,63315.04090932777
los_altos,HM,407.75464169798005,2527.700389905846,0.519131416071,286.00623889239046,56.2369993492599,0.0,27.530794578058327,24.982514232590706,0.005621760765052001,15999.337783492156,15999.337783492156,,,,,,,,,219.64914488439612,46.731926053042805,74.10959090050498,2990.2456699950258,97.0,142.0,39.0,10165.0,45712.39366712037,45712.39366712037,409.0,8954.0,1.0,810.0,146.0,0.0,54.0,67.0,2.0,21868.752345495046,22935.954794383913
los_altos_hills,HM,4928.235828766476,1.6779803018,1.44990059561,3.4377817643879998,0.0,0.0,117.58378784111366,0.0,4.344987714325,134.77479629106716,134.77479629106716,,,,,,,,,5038.63595024169,0.0,0.0,18.0943167420245,3149.0,0.0,0.0,23.0,385.07084654590614,385.07084654590614,3053.0,6.0,1.0,3.0,0.0,0.0,104.0,0.0,5.0,129.98191266794447,129.98191266794447
los_gatos,HM,6301.21310390508,16.979276249130017,25.6408667892984,0.0,0.0,0.0,1.754997645398,0.0,3.0754258691696705,107.32024023192469,107.32024023192469,,,,,,,,,6316.207357826465,16.979276249130017,0.0,15.477036382480959,9849.0,70.0,0.0,45.0,306.62925780549915,306.62925780549915,9868.0,70.0,14.0,0.0,0.0,0.0,5.0,0.0,7.0,237.85745210616045,111.81896513520029
martinez,HM,4984.315150351172,603.6817845079956,861.4404247027037,794.1440986419423,17.05389523869446,0.0,0.0,0.0,3.27902222229,13468.849291500967,13468.849291500967,,,,,,,,,3316.4084340070754,16.9198802927573,48.629699580715794,3881.956361784254,672.0,32.0,48.0,11233.0,39334.30709647019,39334.30709647019,5564.0,2970.0,102.0,3286.0,60.0,0.0,0.0,0.0,3.0,26158.395063634045,26614.22170190225
menlo_park,HM,3058.030267196361,23.413124747962296,2060.263364165665,97.03400799931933,370.717635910715,0.0519280308985,38.92420206494,0.0,4.1224018293364,20176.69140141457,20176.69140141457,,,,,,,,,3666.7280688104847,22.944942566257996,18.7422500371346,1944.1416705313154,451.0,21.0,42.0,8596.0,54122.79295823044,54122.79295823044,7002.0,23.0,29.0,198.0,1847.0,1.0,3.0,0.0,7.0,15876.040845936433,16046.81190691315
mill_valley,HM,2319.314553108462,0.0,126.62683127119577,146.76582922082994,19.717424842297838,0.2252553890256,0.0,0.0,0.0,63063.15870717855,63063.15870717855,,,,,,,,,1004.4200881978545,0.0,81.95826954133459,1526.2715360926163,303.0,0.0,201.0,5190.0,180199.73244664536,180199.73244664536,4647.0,0.0,78.0,778.0,189.0,2.0,0.0,0.0,0.0,6458.773661172039,6862.615574028207
millbrae,HM,417.1583064905028,963.1012025201182,23.283361798465,211.79563965090793,13.291155638718632,0.0,2.3721368108481005,0.0,1.2896196179800001,68451.8517817132,68451.8517817132,,,,,,,,,298.7287919364469,102.29265351000478,0.0,1231.2699770810896,142.0,71.0,0.0,5912.0,195576.7193763236,195576.7193763236,217.0,5040.0,10.0,805.0,43.0,0.0,8.0,0.0,2.0,15740.401547688678,15643.502383775049
milpitas,HM,6203.700404377297,62.68553788394788,14.396478469775998,475.1002620642401,250.76677152132797,0.0,0.0309549856739,0.0,0.0,48027.13041729136,48027.13041729136,,,,,,,,,3100.750064088396,39.214008363554896,0.0,3866.71633685031,1085.0,22.0,0.0,14872.0,128602.61014575518,128602.61014575518,13578.0,31.0,11.0,1863.0,495.0,0.0,1.0,0.0,0.0,43247.245116952574,42673.6666617289
monte_sereno,HM,916.599941842592,0.0,0.0,0.0,0.0,0.0,1.24038684781,0.0,0.0,0.0,0.0,,,,,,,,,56.314166631128,0.0,0.0,861.5261620592739,46.0,0.0,0.0,1205.0,0.0,0.0,1249.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1423.5670224059074,1423.5670224059074
moraga,HM,5504.924734285234,0.0,7.871302252724,204.4911681141324,0.0,0.0,0.423041270366,0.0,0.609596228787,5065.630196304132,5065.630196304132,,,,,,,,,3665.110138016513,0.0,0.0,2053.209704134738,583.0,0.0,0.0,4409.0,18192.44308371534,18192.44308371534,4591.0,0.0,6.0,393.0,0.0,0.0,1.0,0.0,1.0,5315.829636843476,5315.829636843476
morgan_hill,HM,6141.249188940832,609.990322520391,12.718304298093999,0.0,0.0,0.0,124.18288949804506,11.59117775824,4.90977879782567,93300.83644064933,93300.83644064933,,,,,,,,,2873.5431682737835,152.04281771241705,0.0,3879.0556758272232,1257.0,184.0,0.0,9488.0,276870.2119904322,276870.2119904322,8870.0,1847.0,6.0,0.0,0.0,0.0,192.0,2.0,12.0,25573.057708940123,20385.607620511615
mountain_view,HM,5999.230718033915,122.17308616323798,92.58828396179838,1185.2386983820163,72.23379987688745,5.188901420214999,146.8955788493446,0.0,26.55177824825899,41121.533198116005,41121.533198116005,,,,,,,,,4614.882335073307,0.0,982.0634711095179,2053.1550387528614,2367.0,0.0,2712.0,9763.0,118235.96712891372,118235.96712891372,10654.0,47.0,17.0,3171.0,362.0,4.0,541.0,0.0,46.0,29223.71378572198,72631.57601152082
napa,HM,5507.476360712267,1565.660888002906,118.37342274195579,2187.598474357647,447.2596649038705,1.562409480186,0.5921391827618001,0.0,4.101634225915619,110192.13025582714,110192.13025582714,,,,,,,,,2874.964992728563,97.56788712415222,364.25620815977595,6495.835905595005,1038.0,256.0,600.0,21786.0,313464.3355329506,313464.3355329506,5448.0,9118.0,51.0,7612.0,1441.0,2.0,2.0,0.0,6.0,96149.1711108773,109351.78023359158
newark,HM,6721.098386796236,174.68919265942333,293.05902938840154,78.67315011975803,42.47558923307329,0.0,0.0,0.0,0.0,37169.88904660559,37169.88904660559,,,,,,,,,6441.569825648382,174.68919265942333,0.0,693.7363298890938,6635.0,538.0,0.0,4200.0,102126.88991954751,102126.88991954751,9623.0,538.0,44.0,811.0,357.0,0.0,0.0,0.0,0.0,9141.303181407067,7714.793829171574
novato,HM,14612.989925694657,0.29350676375100004,73.48199039203155,1264.3616719011975,19.014854879781954,1.15015619207,91.47808990502405,0.0,26.00489705850828,318960.6895073699,318960.6895073699,,,,,,,,,9647.118095184322,0.29350676375100004,547.5620773937412,5893.801413445233,1700.0,1.0,44.0,16335.0,911316.2557353465,911316.2557353465,14320.0,1.0,26.0,3335.0,54.0,1.0,304.0,0.0,39.0,60554.7219674771,64166.2481813622
oakland,HM,27017.708171991577,459.733353837385,55.23043006168141,5181.4372368659615,765.8321432915589,1.2076519907027001,2.65098801452736,0.1880884857169,0.0,1247316.9987654926,1247316.9987654926,,,,,,,,,17889.95541540953,431.6112359667675,21.298171166803453,15141.12324199609,4930.0,581.0,15.0,93025.0,3524609.649950792,3524609.649950792,55192.0,734.0,113.0,38092.0,4405.0,3.0,10.0,2.0,0.0,511928.6880699832,509062.3663719781
oakley,HM,8446.52699434689,14.095747800709997,117.13879304507975,296.99665956588507,0.0967615747357,0.0,264.4986470388758,0.0,63.116537810821,24418.19485776123,24418.19485776123,,,,,,,,,5592.230231075018,0.0,0.0,3610.2399101079327,1541.0,0.0,0.0,10297.0,66080.02100781852,66080.02100781852,10860.0,2.0,20.0,899.0,2.0,0.0,49.0,0.0,6.0,17351.36674419315,17351.36674419315
orinda,HM,7178.482146956633,0.0,0.00138490521085,35.795631603342095,0.0,0.0,0.0,0.0,0.0,23591.244693739143,23591.244693739143,,,,,,,,,1349.2122579590628,0.0,28.78476966437509,5836.28213584175,152.0,0.0,53.0,6971.0,67970.81082873001,67970.81082873001,7117.0,0.0,1.0,58.0,0.0,0.0,0.0,0.0,0.0,10208.155840380623,10521.621982025657
pacifica,HM,6479.462160206369,0.0,368.37764367384244,263.9828770638778,93.81212400611783,0.0,0.4262586521491,0.0,0.022574999217400003,3339.509588571827,3339.509588571827,,,,,,,,,4177.203951480729,0.0,0.0,3028.8796871208383,346.0,0.0,0.0,12206.0,9541.455967348073,9541.455967348073,11544.0,0.0,68.0,631.0,305.0,0.0,3.0,0.0,1.0,23637.64899172597,23637.64899172597
