juris_zmod,variable,ACRES 0 0,ACRES 0 1,ACRES 0 M,ACRES 1 0,ACRES 1 1,ACRES 1 M,ACRES M 0,ACRES M 1,ACRES M M,Ksqft_basis,Ksqft_pba40,allow_nonres ACRES F_F,allow_nonres ACRES F_T,allow_nonres ACRES T_F,allow_nonres ACRES T_T,allow_nonres num_parcels F_F,allow_nonres num_parcels F_T,allow_nonres num_parcels T_F,allow_nonres num_parcels T_T,allow_res ACRES F_F,allow_res ACRES F_T,allow_res ACRES T_F,allow_res ACRES T_T,allow_res num_parcels F_F,allow_res num_parcels F_T,allow_res num_parcels T_F,allow_res num_parcels T_T,emp_basis,emp_pba40,num_parcels 0 0,num_parcels 0 1,num_parcels 0 M,num_parcels 1 0,num_parcels 1 1,num_parcels 1 M,num_parcels M 0,num_parcels M 1,num_parcels M M,units_basis,units_pba40
clayton,HS,895.1877685345395,98.3601815929688,3.8317829149250002,589.3276211057283,501.059934303627,0.0,20.8687677333123,24.876800947782,0.8264621386794001,301.0840550224295,301.0840550224295,,,,,,,,,911.4988628940781,123.23698254075084,528.2220485852699,571.3814252514624,185.0,110.0,1873.0,1804.0,860.2401572069415,860.2401572069415,143.0,54.0,2.0,2113.0,1542.0,0.0,60.0,56.0,2.0,2748.2287830889536,4945.422501224277
cloverdale,HS,393.80394629217955,23.0595655911311,17.891389182787503,414.88381010940924,449.06445903223283,0.531238962095,3.99889481867,1.1272375513,7.870121536036001,15044.395514890284,15044.395514890284,,,,,,,,,402.60171352153156,24.1868031424311,177.8813265636773,707.5608198482016,259.0,27.0,311.0,2517.0,40845.0269687243,40845.0269687243,354.0,22.0,11.0,1360.0,1351.0,2.0,2.0,5.0,7.0,5550.8586767270235,5395.506744405191
colma,HS,1039.338844856786,0.7240040023938,38.3331687136057,17.835736236713004,3.0974719838779,0.0,5.26525721216286,0.22741116444999998,0.0,10841.891383067828,10841.891383067828,,,,,,,,,924.1237594261909,0.9514151668438,17.835736236713004,161.91098334024196,176.0,7.0,194.0,133.0,30976.832523050944,30976.832523050944,260.0,5.0,21.0,194.0,23.0,0.0,5.0,2.0,0.0,8439.68882401844,8974.760911119833
concord,HS,9969.25708759742,54.28909936545982,19.225678573832408,1972.99172386406,4689.3415380628685,0.0352952678401,22.820295618201897,19.79158786326531,31.002685439543434,150831.361389379,150831.361389379,,,,,,,,,9494.874717763962,73.89942677057513,84.04102073837531,7125.9398263796165,1392.0,129.0,177.0,30187.0,431831.0117120766,431831.0117120766,2134.0,107.0,45.0,7683.0,21818.0,1.0,25.0,23.0,49.0,119295.57089505802,119514.0783673404
corte_madera,HS,975.6668626218957,43.988294248491,4.373613632811493,418.6045759525863,256.7821494225172,0.0,0.2681230633852,0.3652671113,1.3496125752417703,29032.241344841434,29032.241344841434,,,,,,,,,786.0942870913001,44.353561359791,418.6045759525863,452.3460742245512,190.0,9.0,2292.0,1211.0,83429.89825409456,83429.89825409456,951.0,7.0,10.0,2292.0,427.0,0.0,3.0,2.0,10.0,3943.5457168494536,6429.097840919142
cotati,HS,339.6483581306588,23.113728951398393,22.004259073693603,84.40182916477407,502.4351792240983,3.92141324362,0.8172445209654999,0.1432656524117,1.2158945752087589,20410.33595034194,20410.33595034194,,,,,,,,,111.41273561795235,6.5230703310907,0.6357313743649999,859.1296352134232,113.0,15.0,4.0,2209.0,55052.67693895613,55052.67693895613,465.0,43.0,18.0,509.0,1282.0,1.0,9.0,7.0,7.0,6859.286248910628,6863.100637156816
cupertino,HS,2370.9298601874275,360.54611714003994,22.3371688077298,153.00156558477184,3202.2407409154494,6.526051177765,5.978991511895801,0.6036961156849999,0.0,24152.836454977736,24152.836454977736,,,,,,,,,2009.530085490358,339.0767304029805,87.52596442813223,3686.0314111192956,798.0,1115.0,23.0,13557.0,68933.80497988148,68933.80497988148,1673.0,1244.0,5.0,261.0,12296.0,3.0,10.0,1.0,0.0,26681.36238807277,26643.799330406167
daly_city,HS,1591.4262152386557,111.94757244406084,69.64632814730291,554.296090440503,1321.1687477995135,0.0,10.552772323552798,22.888738783854265,0.0573926438517,72765.79777221517,72765.79777221517,,,,,,,,,1660.7408777384035,134.31566385970737,3.5621513726143004,1883.3651648505704,1313.0,866.0,11.0,18891.0,228257.5897501279,228257.5897501279,1261.0,639.0,11.0,2680.0,16141.0,0.0,115.0,233.0,1.0,37973.6593982043,36025.26720635846
danville,HS,4239.269239086316,481.8742508046105,46.00022846861029,671.3267042815773,4863.947990559575,2.028726037868,3.1554445630999,4.4857689293644,5.674849354661701,7567.502075028746,7567.502075028746,,,,,,,,,3976.0415083145576,466.73732718054646,0.0,5874.984366590558,706.0,368.0,0.0,14003.0,23224.32800112857,23224.32800112857,1647.0,405.0,34.0,1561.0,11365.0,2.0,16.0,20.0,27.0,20706.628243867868,20660.871438210605
dixon,HS,1901.8976869235967,39.66850902885363,472.11138388690995,477.1748927108186,1055.131726051061,0.0,0.0,0.0,0.0,80522.85894264611,80522.85894264611,,,,,,,,,2374.0090708105085,39.66850902885363,202.87397631417593,1329.4326424477044,594.0,191.0,8.0,4881.0,229177.99076695647,229177.99076695647,578.0,191.0,16.0,822.0,4067.0,0.0,0.0,0.0,0.0,13454.996009138491,12200.19533439518
dublin,HS,4898.799366023394,409.6978866068013,5.14311572597067,2549.733351783124,844.2990640703463,0.0,37.570892034272596,1.7711740156260003,0.454561939301,150552.5648737917,150552.5648737917,,,,,,,,,4915.517511759316,408.4768119906723,1742.7913935908857,1680.68369485796,744.0,204.0,2916.0,6760.0,430150.1667090684,430150.1667090684,804.0,203.0,5.0,5423.0,4170.0,0.0,14.0,4.0,1.0,21368.80156487547,24521.338013004337
east_palo_alto,HS,449.6456272426113,8.718927941277,7.8933833578741,274.99208270694174,567.4987953974152,0.0,4.176950881498599,0.06764843969940001,0.033381568434,15731.574642622627,15731.574642622627,,,,,,,,,391.91336581645123,8.7865763809764,39.808423751502495,872.5184315868186,78.0,19.0,135.0,4397.0,46330.43129209394,46330.43129209394,165.0,17.0,5.0,722.0,3691.0,0.0,26.0,2.0,1.0,21481.262864211218,21793.20597038934
el_cerrito,HS,423.18440284707816,75.45699682839694,25.086340606397798,145.9814962561061,1187.9966351426915,1.3838279584220001,0.0,0.0,0.0,88007.84274988959,88007.84274988959,,,,,,,,,446.3526586915115,74.88882010663033,19.5113617324158,1318.3368591085339,184.0,266.0,71.0,8057.0,251450.9792853993,251450.9792853993,166.0,269.0,26.0,973.0,7141.0,3.0,0.0,0.0,0.0,17889.518339664493,17992.90561228477
emeryville,HS,530.8606869862075,0.0,8.0055826071712,57.3279866670396,0.6796724419508,0.0,0.0,0.0,0.0,55713.29319463887,55713.29319463887,,,,,,,,,289.13996608073296,0.0,0.0,307.73396262163624,313.0,0.0,0.0,770.0,157139.5199572767,157139.5199572767,619.0,0.0,27.0,433.0,4.0,0.0,0.0,0.0,0.0,26593.70905878639,26593.70905878639
fairfax,HS,185.14939005866566,19.7978837280726,20.724196896131,162.2787160776493,798.904078042663,0.0,0.0,0.0,0.0,48889.765343291554,48889.765343291554,,,,,,,,,179.14715784424072,19.7978837280726,16.0994910587088,971.8097321721593,189.0,28.0,17.0,3096.0,139613.21317955133,139613.21317955133,364.0,28.0,6.0,894.0,2038.0,0.0,0.0,0.0,0.0,4746.214187127372,4760.3406334633655
fairfield,HS,15090.666366410353,1.6922201990759997,649.3607365945732,6450.84516085173,1267.7873441310621,240.56465080710268,3.1114245206300004,0.0,13.755170162557004,99648.18954357211,99648.18954357211,,,,,,,,,15662.630908014267,1.6922201990759997,5627.281498463565,2426.178447000165,8685.0,10.0,14886.0,7651.0,258222.39604948607,258222.39604948607,8080.0,10.0,749.0,17938.0,4380.0,23.0,1.0,0.0,51.0,23766.772665838173,43684.9288902161
foster_city,HS,1156.4462014854564,500.3137436989674,11.547013047102,11.83903447348303,607.5176296841623,0.0,0.1646025987455,0.0,0.0,20836.6471480527,20836.6471480527,,,,,,,,,656.0740138015766,483.24196860353345,11.83903447348303,1136.6732081093248,508.0,497.0,150.0,6096.0,90228.62052062203,90228.62052062203,2371.0,536.0,4.0,150.0,4187.0,0.0,3.0,0.0,0.0,26595.13192948627,18482.01946554713
fremont,HS,36647.19954226198,150.29059100663,165.06972016929674,5964.414240147053,4395.830552527174,0.0,0.201763623361,0.0,0.0,773441.8662049059,773441.8662049059,,,,,,,,,36754.63555324041,140.47161122526313,3760.942488091625,6666.956757178154,4187.0,179.0,13648.0,35726.0,2209832.3683105586,2209832.3683105586,4183.0,193.0,54.0,24446.0,24863.0,0.0,1.0,0.0,0.0,71074.09632915321,86801.25811059188
gilroy,HS,4893.986101378518,220.2246728293092,9.6816737542415,1766.274423765208,2259.1374215778224,0.501574352105,0.0,0.0,0.0,268513.2221822003,268513.2221822003,,,,,,,,,4742.287178650186,161.74524788077193,892.7247422341189,3353.0486988921266,796.0,44.0,843.0,10922.0,686224.9530772871,686224.9530772871,1020.0,69.0,10.0,2253.0,9252.0,1.0,0.0,0.0,0.0,36974.71884060887,40139.10730473745
half_moon_bay,HS,849.3223909996651,20.42124596085995,24.32590335156006,2113.2480622574867,483.6073240405526,2.8519863729014,1.5814163926246498,0.3777411878032,0.0835633850366,6171.961862662049,6171.961862662049,,,,,,,,,711.1355234548611,11.023859020806743,1148.826011313788,1624.8342401590328,468.0,50.0,140.0,4980.0,15797.478866031151,15797.478866031151,996.0,79.0,30.0,1993.0,2503.0,20.0,13.0,3.0,1.0,8747.285790016786,15568.378780762441
hayward,HS,15985.26094020785,1488.8682817971508,471.0094306119444,1654.72451717205,3561.799235522656,0.929835986175,3356.1098606463897,1.1036859839348,32.97439334455189,179942.567072491,179942.567072491,,,,,,,,,19822.047483995975,1489.9719677810858,8.726957316,5232.03377217961,4405.0,1069.0,1.0,26243.0,509298.95878266485,509298.95878266485,4281.0,1061.0,168.0,6318.0,19749.0,2.0,88.0,8.0,43.0,65643.2757297115,65646.44361521721
healdsburg,HS,675.4471526980407,132.08953217145103,0.40636111096899996,644.8071272521352,975.0568321504916,3.04541791191,1.6219244948830003,6.038635132503502,0.86782846468162,15788.740275799846,15788.740275799846,,,,,,,,,567.7569336212476,137.4630696140905,473.0401220472902,1261.120686104435,243.0,105.0,388.0,3641.0,39183.77928613941,39183.77928613941,450.0,84.0,2.0,1212.0,2598.0,1.0,4.0,22.0,4.0,8850.630277846121,8378.984293206759
hercules,HS,2112.0198211549987,235.17963615045355,10.74554737328633,159.99924609661514,823.9180611146446,0.018494476241400003,0.0,0.258680940102,1.510854863409,13868.730946723403,13868.730946723403,,,,,,,,,2018.0801508362797,146.65918974534276,12.694279334321001,1166.216722253807,972.0,202.0,8.0,5720.0,38665.850340763485,38665.850340763485,1366.0,849.0,11.0,555.0,4117.0,1.0,0.0,1.0,2.0,14462.507797825456,13040.23371320543
hillsborough,HS,292.305763317267,39.407496470185094,0.0,179.72408740777206,2978.350435726391,0.0,0.0,2.9621618468632,0.0,35086.36270598483,35086.36270598483,,,,,,,,,292.305763317267,42.36965831704829,145.85776865613002,3012.2167544780327,31.0,39.0,5.0,4091.0,100265.92483363514,100265.92483363514,31.0,32.0,0.0,26.0,4070.0,0.0,0.0,7.0,0.0,6258.313071821611,6152.328340800978
lafayette,HS,806.9402125404855,2900.615082637454,6.107810613328,238.46220205518492,4892.673093629778,0.0,0.0,20.226419264886,1.904367774178,4182.4184258601845,4182.4184258601845,,,,,,,,,629.1639665138556,2920.8415019023405,129.48492287480403,5187.4387972243,208.0,357.0,84.0,8204.0,11949.766931029102,11949.766931029102,585.0,349.0,3.0,450.0,7456.0,0.0,0.0,8.0,2.0,25812.142288257837,25534.925482066647
larkspur,HS,738.6216365567734,58.518092946153494,26.91279505600867,159.45660087662804,633.2815276480846,0.0,3.387804348696,0.0,1.5972405404234,18235.42064133143,18235.42064133143,,,,,,,,,732.3308897244011,15.539710810277999,55.6273257887141,818.2777716493741,247.0,30.0,140.0,3942.0,52608.52409176305,52608.52409176305,339.0,45.0,17.0,988.0,2964.0,0.0,4.0,0.0,2.0,7334.137195762677,7445.385251302756
livermore,HS,9923.74601507673,2036.4660152289537,1156.1991363771383,1728.9251631308337,292.4711104643287,10.44858176621,0.0,0.0,0.0,298562.98446510185,298562.98446510185,,,,,,,,,9317.943262861441,135.65035668851266,1306.7037324853186,4387.958670008949,2151.0,486.0,2443.0,21516.0,854836.4818345455,854836.4818345455,10500.0,11279.0,50.0,4241.0,523.0,3.0,0.0,0.0,0.0,61025.98003273678,63315.04090932777
los_altos,HS,357.51914742454596,71.12498480718808,0.519131416071,240.175214596572,2608.8789230171733,0.0,2.77016289865963,49.7431459119894,0.005621760765052001,15999.337783492156,15999.337783492156,,,,,,,,,193.14018098540743,73.24088995203152,123.15458909723552,2941.2006717982936,52.0,187.0,206.0,9998.0,45712.39366712037,45712.39366712037,433.0,112.0,1.0,673.0,9101.0,0.0,10.0,111.0,2.0,22874.218833433028,22935.954794383913
los_altos_hills,HS,4915.257274090639,0.0,1.44990059561,11.0534496570615,7.040867084962999,0.0,115.67291772879267,1.9108701123210001,4.344987714325,134.77479629106716,134.77479629106716,,,,,,,,,5036.725080129369,1.9108701123210001,7.615667892673501,10.478648849351,3147.0,2.0,10.0,13.0,385.07084654590614,385.07084654590614,3039.0,0.0,1.0,13.0,10.0,0.0,102.0,2.0,5.0,99.25663691954902,129.98191266794447
los_gatos,HS,2384.85724292967,3918.651552785683,24.847414845699397,0.476877149661,14.20670728922096,0.793451943599,0.33780642642,1.417191218978,3.0754258691696705,107.32024023192469,107.32024023192469,,,,,,,,,2413.1178900709583,3920.068744004661,0.793451943599,14.68358443888196,2729.0,7190.0,2.0,43.0,306.62925780549915,306.62925780549915,2709.0,7186.0,12.0,1.0,42.0,2.0,1.0,4.0,7.0,13586.089473160759,111.81896513520029
martinez,HS,2759.4151715442736,116.21364447431758,651.8486974260458,1724.450632481105,1799.115480240115,209.59172727665768,0.0,0.0,3.27902222229,13468.849291500967,13468.849291500967,,,,,,,,,3217.1146698255166,116.21364447431758,1324.927463615208,2605.6585977497634,649.0,55.0,3449.0,7832.0,39334.30709647019,39334.30709647019,744.0,55.0,92.0,6558.0,4523.0,10.0,0.0,0.0,3.0,21495.783455779565,26614.22170190225
menlo_park,HS,1595.1259099890738,104.82695150002016,2060.2484775279004,141.77005001955214,1707.472124345707,0.0668146686631,38.77937487515,0.14482718979,4.1224018293364,20176.69140141457,20176.69140141457,,,,,,,,,3606.5359360184416,83.13707535830049,64.4699865274931,1898.4139340409554,439.0,33.0,179.0,8459.0,54122.79295823044,54122.79295823044,581.0,149.0,28.0,329.0,8011.0,2.0,2.0,1.0,7.0,15957.708324651749,16046.81190691315
mill_valley,HS,930.1484534006279,96.39580959584002,62.22227116818281,88.09773030064584,1371.1558138744706,64.6298154920386,0.0,0.0,0.0,63063.15870717855,63063.15870717855,,,,,,,,,908.0242786020143,96.39580959584002,81.17388000754288,1527.0559256264069,298.0,5.0,25.0,5366.0,180199.73244664536,180199.73244664536,448.0,5.0,68.0,603.0,4558.0,12.0,0.0,0.0,0.0,6852.688370509036,6862.615574028207
millbrae,HS,365.0670533472753,103.12465941778879,23.283361798465,272.9432567996673,864.2113347355156,0.0,2.3721368108481005,0.0,1.2896196179800001,68451.8517817132,68451.8517817132,,,,,,,,,298.7287919364469,102.29265351000478,144.13796801497622,1087.1320090661122,142.0,71.0,87.0,5825.0,195576.7193763236,195576.7193763236,317.0,72.0,10.0,718.0,4998.0,0.0,8.0,0.0,2.0,15158.260365257089,15643.502383775049
milpitas,HS,4073.0155800113344,183.87773523393588,2.287713673576,135.17035249019625,2600.1893081113385,12.1087647962,0.0309549856739,0.0,0.0,48027.13041729136,48027.13041729136,,,,,,,,,3105.1732606881915,34.7908117637592,13.868245850084,3852.8480910002263,1090.0,17.0,3.0,14869.0,128602.61014575518,128602.61014575518,3514.0,1402.0,10.0,1114.0,9937.0,1.0,1.0,0.0,0.0,42857.80459417981,42673.6666617289
monte_sereno,HS,41.495944196956,13.577835586361997,0.0,1.211221270857,860.3149407884168,0.0,0.0,1.24038684781,0.0,0.0,0.0,,,,,,,,,41.495944196956,14.818222434172,0.0,861.5261620592739,11.0,35.0,0.0,1205.0,0.0,0.0,11.0,33.0,0.0,3.0,1202.0,0.0,0.0,2.0,0.0,1470.207208569479,1423.5670224059074
moraga,HS,2934.221323796641,721.9848744679971,7.871302252724,104.85108669278998,1948.3586174419468,0.0,0.0,0.423041270366,0.609596228787,5065.630196304132,5065.630196304132,,,,,,,,,2942.7022222781516,722.4079157383632,103.68733452059999,1949.5223696141368,285.0,298.0,21.0,4388.0,18192.44308371534,18192.44308371534,278.0,297.0,6.0,22.0,4387.0,0.0,0.0,1.0,1.0,5220.3069566615195,5315.829636843476
morgan_hill,HS,2809.1303745323444,191.970009514458,12.329140382714,2535.898107524714,1214.2410198897062,0.38916391538,105.75153203977206,30.022535216512996,4.90977879782567,93300.83644064933,93300.83644064933,,,,,,,,,2812.4434189059,213.14256708030106,2441.8517511059517,1437.2039247212747,1133.0,308.0,6894.0,2594.0,276870.2119904322,276870.2119904322,1047.0,391.0,5.0,7056.0,2223.0,1.0,176.0,18.0,12.0,17165.64450733897,20385.607620511615
mountain_view,HS,5559.978143097842,46.05223703588532,97.77718538201339,424.90699495045783,1347.9389273719144,0.0,49.29524421046739,97.60033463887702,26.55177824825899,41121.533198116005,41121.533198116005,,,,,,,,,4481.229979076442,133.65235599686415,143.77646810967775,2891.442041752716,1902.0,465.0,426.0,12049.0,118235.96712891372,118235.96712891372,5214.0,81.0,21.0,1836.0,7103.0,0.0,89.0,452.0,46.0,71854.6689226536,72631.57601152082
napa,HS,3326.055821443485,97.1014575611612,117.5071594594318,1505.8296154764405,4779.008493495624,2.42867276271,0.5921391827618001,0.0,4.101634225915619,110192.13025582714,110192.13025582714,,,,,,,,,2875.5865393843183,96.9463404683962,597.0332665034431,6263.058847251347,1025.0,269.0,35.0,22351.0,313464.3355329506,313464.3355329506,1899.0,270.0,52.0,3871.0,17579.0,1.0,2.0,0.0,6.0,109683.84136955331,109351.78023359158
newark,HS,6373.178444075395,18.7260927987335,293.05902938840154,624.7774197644894,0.2543621698814,0.0,0.0,0.0,0.0,37169.88904660559,37169.88904660559,,,,,,,,,6597.532925509065,18.7260927987335,572.566148277449,121.17018161164566,7115.0,58.0,3031.0,1169.0,102126.88991954751,102126.88991954751,7772.0,58.0,44.0,3497.0,2.0,0.0,0.0,0.0,0.0,3056.107194228598,7714.793829171574
novato,HS,10374.608748126699,21.685002625803804,73.65173723798871,3087.8262898901057,2412.5399185968085,0.98040934611283,85.45974065689305,6.018349248131002,26.00489705850828,318960.6895073699,318960.6895073699,,,,,,,,,9620.877994869561,26.533607078510407,1041.1647764271115,5400.198714411861,1643.0,58.0,1013.0,15366.0,911316.2557353465,911316.2557353465,1508.0,49.0,22.0,8343.0,7810.0,5.0,289.0,15.0,39.0,63535.683237819445,64166.2481813622
oakland,HS,17531.09692525697,3223.3611031836094,54.84501706560412,3350.013806707315,9320.239070838594,1.59306498678,2.6498406330866797,0.18923586715758,0.0,1247316.9987654926,1247316.9987654926,,,,,,,,,15594.52145362556,2727.045197750738,369.0576939105387,14793.363719252357,3605.0,1906.0,1542.0,91498.0,3524609.649950792,3524609.649950792,11945.0,5143.0,115.0,27259.0,54076.0,1.0,9.0,3.0,0.0,546330.7514335138,509062.3663719781
oakley,HS,4926.866851505989,313.0396122415204,115.87159188851376,467.87104294784353,3049.938656592817,1.267201156566,245.7119420233859,18.786705015489996,63.116537810821,24418.19485776123,24418.19485776123,,,,,,,,,5270.361735921215,321.8684951538003,335.34934425430686,3274.89056585363,1076.0,465.0,769.0,9528.0,66080.02100781852,66080.02100781852,1187.0,441.0,18.0,1011.0,9124.0,2.0,23.0,26.0,6.0,17366.607501951174,17351.36674419315
orinda,HS,1064.1068836529064,320.89962100428704,0.00138490521085,1246.7969268313122,4582.47434707147,0.0,0.0,0.0,0.0,23591.244693739143,23591.244693739143,,,,,,,,,1028.3126369547754,320.89962100428704,1246.7969268313122,4618.269978674809,83.0,69.0,421.0,6603.0,67970.81082873001,67970.81082873001,140.0,69.0,1.0,421.0,6545.0,0.0,0.0,0.0,0.0,10027.958007888272,10521.621982025657
pacifica,HS,3890.210171667408,196.31034734870727,305.5322979188427,556.6690711354137,2194.0675711248414,62.845345754999705,0.4262586521491,0.0,0.022574999217400003,3339.509588571827,3339.509588571827,,,,,,,,,3981.952770747096,195.25118073363396,442.7695563784209,2586.1101307424237,261.0,85.0,67.0,12139.0,9541.455967348073,9541.455967348073,514.0,90.0,63.0,710.0,11166.0,5.0,3.0,0.0,1.0,23569.403131614068,23637.64899172597
